"hospital_code","hospital_name","date","attendances","within_4_hours","over_4_hours"
"T202H","Perth Royal Infirmary - Type 1",2007-11-30,1938,1930,8
"T208H","Irvine Memorial Hospital",2007-11-30,28,28,0
"T209H","Blairgowrie Community Hospital",2007-11-30,146,146,0
"T304H","Arbroath Infirmary",2007-11-30,682,682,0
"T305H","Brechin Infirmary",2007-11-30,143,143,0
"T319H","Whitehills Health And Community Care Centre",2007-11-30,358,358,0
"T357C","Links Health Centre",2007-11-30,321,321,0
"V102H","Falkirk Community Hospital",2007-11-30,1610,1606,4
"V201H","Stirling Royal Infirmary - Type 1",2007-11-30,3903,3817,86
"W106H","St Brendan's Hospital",2007-11-30,21,21,0
"W107H","Western Isles Hospital - Type 1",2007-11-30,463,456,7
"W108H","Uist & Barra Hospital",2007-11-30,72,72,0
"Y101H","Castle Douglas Hospital",2007-11-30,51,51,0
"Y106H","Kirkcudbright Hospital",2007-11-30,53,53,0
"Y109H","Moffat Hospital",2007-11-30,1,1,0
"Y110H","Newton Stewart Hospital",2007-11-30,13,13,0
"Y144H","Galloway Community Hospital - Type 1",2007-11-30,877,866,11
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2007-11-30,2618,2577,41
"Z102H","Gilbert Bain Hospital - Type 1",2007-11-30,622,621,1
"A101H","Arran War Memorial Hospital",2007-12-31,140,140,0
"A110H","Lady Margaret Hospital",2007-12-31,33,33,0
"A111H","University Hospital Crosshouse - Type 1",2007-12-31,5067,4979,88
"A207H","Davidson Cottage Hospital",2007-12-31,49,49,0
"A210H","University Hospital Ayr - Type 1",2007-12-31,3189,3094,95
"B103H","Knoll Community Hospital",2007-12-31,8,8,0
"B105H","Hawick Community  Hospital",2007-12-31,46,46,0
"B114H","Kelso Community Hospital",2007-12-31,30,30,0
"B118H","Hay Lodge Hospital",2007-12-31,61,61,0
"B120H","Borders General Hospital - Type 1",2007-12-31,1962,1919,43
"C103B","Campbeltown Hospital (2007-2009)",2007-12-31,507,498,9
"C106H","Cowal Community Hospital",2007-12-31,464,464,0
"C108H","Islay Hospital",2007-12-31,58,56,2
"C110H","Mid Argyll Community Hospital And Integrated Care Centre (2007-2009)",2007-12-31,303,297,6
"C113H","Victoria Hospital (NHS Highland)",2007-12-31,340,336,4
"C117J","Dunaros Hospital",2007-12-31,40,39,1
"C121H","Lorn & Islands Hospital - Type 1",2007-12-31,420,418,2
"C206H","Vale Of Leven District General Hospital",2007-12-31,1082,1061,21
"C313H","Inverclyde Royal Hospital - Type 1",2007-12-31,2426,2370,56
"C418H","Royal Alexandra Hospital - Type 1",2007-12-31,5281,5135,146
"F704H","Victoria Hospital (NHS Fife) - Type 1",2007-12-31,3426,3348,78
"F708H","Adamson Hospital",2007-12-31,116,116,0
"F709H","St Andrews Community Hospital",2007-12-31,208,208,0
"F805H","Queen Margaret Hospital - Type 1",2007-12-31,3106,3037,69
"G107H","Glasgow Royal Infirmary - Type 1",2007-12-31,5898,5792,106
"G207H","Stobhill Hospital - Type 1",2007-12-31,3227,3149,78
"G306H","Victoria Infirmary - Type 1",2007-12-31,5267,5171,96
"G405H","Southern General Hospital - Type 1",2007-12-31,3652,3603,49
"G513H","Royal Hospital For Children Glasgow - Type 1",2007-12-31,3685,3611,74
"G516H","Western Infirmary/Gartnavel General - Type 1",2007-12-31,4837,4682,155
"H101H","Dunbar Hospital",2007-12-31,107,107,0
"H103H","Caithness General Hospital - Type 1",2007-12-31,490,481,9
"H106H","Lawson Memorial Hospital",2007-12-31,47,47,0
"H202H","Raigmore Hospital - Type 1",2007-12-31,2332,2299,33
"H208H","Nairn Town And County Hospital",2007-12-31,173,172,1
"H210H","Ian Charles Community Hospital",2007-12-31,53,53,0
"H212H","Belford Hospital - Type 1",2007-12-31,590,577,13
"H214H","Dr Mackinnon Memorial Hospital",2007-12-31,217,212,5
"H215H","Portree Community Hospital",2007-12-31,121,120,1
"H217H","Ross Memorial Hospital",2007-12-31,145,145,0
"H219H","County Community Hospital",2007-12-31,55,55,0
"H227B","Aviemore Health Centre",2007-12-31,106,106,0
"L106H","University Hospital Monklands - Type 1",2007-12-31,5193,5137,56
"L206H","Kello Hospital",2007-12-31,176,176,0
"L207H","Lady Home Hospital",2007-12-31,112,112,0
"L302H","University Hospital Hairmyres - Type 1",2007-12-31,4488,4433,55
"L308H","University Hospital Wishaw - Type 1",2007-12-31,5264,5197,67
"N101H","Aberdeen Royal Infirmary - Type 1",2007-12-31,5040,4806,234
"N121H","Royal Aberdeen Children's Hospital - Type 1",2007-12-31,1227,1225,2
"N151H","Aboyne Hospital",2007-12-31,67,67,0
"N331H","Inverurie Hospital",2007-12-31,16,16,0
"N332H","Insch War Memorial Hospital",2007-12-31,51,51,0
"N333H","Peterhead Community Hospital",2007-12-31,1110,1109,1
"N334H","Fraserburgh Hospital",2007-12-31,813,805,8
"N335H","Jubilee Hospital",2007-12-31,198,198,0
"N336H","Turriff Hospital",2007-12-31,162,162,0
"N337H","Chalmers Hospital",2007-12-31,282,282,0
"N411H","Dr Gray's Hospital - Type 1",2007-12-31,1736,1679,57
"N431H","Seafield Hospital",2007-12-31,76,76,0
"N432H","Stephen Hospital",2007-12-31,26,26,0
"N433H","Turner Memorial Hospital",2007-12-31,93,93,0
"N434H","Leanchoil Hospital",2007-12-31,44,44,0
"N451H","Fleming Hospital",2007-12-31,29,29,0
"N494H","Kincardine Community Hospital",2007-12-31,91,91,0
"R103H","Balfour Hospital - Type 3",2007-12-31,154,154,0
"S102H","Belhaven Hospital",2007-12-31,7,7,0
"S108H","Edington Cottage Hospital",2007-12-31,131,131,0
"S116H","Western General Hospital",2007-12-31,2670,2584,86
"S308H","St John's Hospital - Type 1",2007-12-31,3711,3671,40
"S314H","Royal Infirmary Of Edinburgh - Type 1",2007-12-31,8567,8146,421
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2007-12-31,2916,2896,20
"T101H","Ninewells Hospital - Type 1",2007-12-31,3902,3816,86
"T202H","Perth Royal Infirmary - Type 1",2007-12-31,2058,1952,106
"T208H","Irvine Memorial Hospital",2007-12-31,49,49,0
"T209H","Blairgowrie Community Hospital",2007-12-31,175,175,0
"T304H","Arbroath Infirmary",2007-12-31,840,840,0
"T305H","Brechin Infirmary",2007-12-31,153,152,1
"T319H","Whitehills Health And Community Care Centre",2007-12-31,507,506,1
"T357C","Links Health Centre",2007-12-31,387,387,0
"V102H","Falkirk Community Hospital",2007-12-31,1505,1497,8
"V201H","Stirling Royal Infirmary - Type 1",2007-12-31,3798,3704,94
"W106H","St Brendan's Hospital",2007-12-31,28,28,0
"W107H","Western Isles Hospital - Type 1",2007-12-31,512,504,8
"W108H","Uist & Barra Hospital",2007-12-31,80,80,0
"Y101H","Castle Douglas Hospital",2007-12-31,58,58,0
"Y106H","Kirkcudbright Hospital",2007-12-31,63,63,0
"Y109H","Moffat Hospital",2007-12-31,7,7,0
"Y110H","Newton Stewart Hospital",2007-12-31,59,59,0
"Y144H","Galloway Community Hospital - Type 1",2007-12-31,860,851,9
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2007-12-31,2813,2743,70
"Z102H","Gilbert Bain Hospital - Type 1",2007-12-31,704,698,6
"A101H","Arran War Memorial Hospital",2008-01-31,153,153,0
"A110H","Lady Margaret Hospital",2008-01-31,77,77,0
"A111H","University Hospital Crosshouse - Type 1",2008-01-31,5048,4980,68
"A207H","Davidson Cottage Hospital",2008-01-31,69,69,0
"A210H","University Hospital Ayr - Type 1",2008-01-31,3212,3156,56
"B103H","Knoll Community Hospital",2008-01-31,15,15,0
"B105H","Hawick Community  Hospital",2008-01-31,80,80,0
"B114H","Kelso Community Hospital",2008-01-31,28,28,0
"B118H","Hay Lodge Hospital",2008-01-31,54,54,0
"B120H","Borders General Hospital - Type 1",2008-01-31,1857,1796,61
"C103B","Campbeltown Hospital (2007-2009)",2008-01-31,529,524,5
"C106H","Cowal Community Hospital",2008-01-31,438,437,1
"C108H","Islay Hospital",2008-01-31,56,56,0
"C110H","Mid Argyll Community Hospital And Integrated Care Centre (2007-2009)",2008-01-31,293,289,4
"C113H","Victoria Hospital (NHS Highland)",2008-01-31,349,349,0
"C117J","Dunaros Hospital",2008-01-31,40,40,0
"C121H","Lorn & Islands Hospital - Type 1",2008-01-31,362,359,3
"C206H","Vale Of Leven District General Hospital",2008-01-31,1119,1100,19
"C313H","Inverclyde Royal Hospital - Type 1",2008-01-31,2348,2328,20
"C418H","Royal Alexandra Hospital - Type 1",2008-01-31,5379,5253,126
"F704H","Victoria Hospital (NHS Fife) - Type 1",2008-01-31,3572,3389,183
"F708H","Adamson Hospital",2008-01-31,122,122,0
"F709H","St Andrews Community Hospital",2008-01-31,187,187,0
"F805H","Queen Margaret Hospital - Type 1",2008-01-31,3122,2902,220
"G107H","Glasgow Royal Infirmary - Type 1",2008-01-31,5910,5680,230
"G207H","Stobhill Hospital - Type 1",2008-01-31,3283,3237,46
"G306H","Victoria Infirmary - Type 1",2008-01-31,5259,5174,85
"G405H","Southern General Hospital - Type 1",2008-01-31,3878,3796,82
"G513H","Royal Hospital For Children Glasgow - Type 1",2008-01-31,2989,2918,71
"G516H","Western Infirmary/Gartnavel General - Type 1",2008-01-31,4998,4826,172
"H101H","Dunbar Hospital",2008-01-31,93,93,0
"H103H","Caithness General Hospital - Type 1",2008-01-31,400,396,4
"H106H","Lawson Memorial Hospital",2008-01-31,40,40,0
"H202H","Raigmore Hospital - Type 1",2008-01-31,2260,2220,40
"H208H","Nairn Town And County Hospital",2008-01-31,157,157,0
"H210H","Ian Charles Community Hospital",2008-01-31,107,106,1
"H212H","Belford Hospital - Type 1",2008-01-31,566,556,10
"H214H","Dr Mackinnon Memorial Hospital",2008-01-31,184,181,3
"H215H","Portree Community Hospital",2008-01-31,84,80,4
"H217H","Ross Memorial Hospital",2008-01-31,170,170,0
"H219H","County Community Hospital",2008-01-31,90,90,0
"H227B","Aviemore Health Centre",2008-01-31,148,148,0
"L106H","University Hospital Monklands - Type 1",2008-01-31,5230,5189,41
"L206H","Kello Hospital",2008-01-31,124,124,0
"L207H","Lady Home Hospital",2008-01-31,123,123,0
"L302H","University Hospital Hairmyres - Type 1",2008-01-31,4566,4436,130
"L308H","University Hospital Wishaw - Type 1",2008-01-31,5264,4997,267
"N101H","Aberdeen Royal Infirmary - Type 1",2008-01-31,5037,4724,313
"N121H","Royal Aberdeen Children's Hospital - Type 1",2008-01-31,1253,1252,1
"N151H","Aboyne Hospital",2008-01-31,69,69,0
"N331H","Inverurie Hospital",2008-01-31,19,19,0
"N332H","Insch War Memorial Hospital",2008-01-31,55,55,0
"N333H","Peterhead Community Hospital",2008-01-31,1100,1100,0
"N334H","Fraserburgh Hospital",2008-01-31,774,771,3
"N335H","Jubilee Hospital",2008-01-31,219,218,1
"N336H","Turriff Hospital",2008-01-31,129,129,0
"N337H","Chalmers Hospital",2008-01-31,269,264,5
"N411H","Dr Gray's Hospital - Type 1",2008-01-31,1734,1638,96
"N431H","Seafield Hospital",2008-01-31,61,61,0
"N432H","Stephen Hospital",2008-01-31,26,26,0
"N433H","Turner Memorial Hospital",2008-01-31,104,104,0
"N434H","Leanchoil Hospital",2008-01-31,55,55,0
"N451H","Fleming Hospital",2008-01-31,30,30,0
"N494H","Kincardine Community Hospital",2008-01-31,86,86,0
"R103H","Balfour Hospital - Type 3",2008-01-31,154,154,0
"S102H","Belhaven Hospital",2008-01-31,8,8,0
"S108H","Edington Cottage Hospital",2008-01-31,128,128,0
"S116H","Western General Hospital",2008-01-31,2744,2659,85
"S308H","St John's Hospital - Type 1",2008-01-31,3584,3571,13
"S314H","Royal Infirmary Of Edinburgh - Type 1",2008-01-31,8517,8212,305
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2008-01-31,2520,2505,15
"T101H","Ninewells Hospital - Type 1",2008-01-31,3727,3660,67
"T202H","Perth Royal Infirmary - Type 1",2008-01-31,1898,1879,19
"T208H","Irvine Memorial Hospital",2008-01-31,39,39,0
"T209H","Blairgowrie Community Hospital",2008-01-31,137,137,0
"T304H","Arbroath Infirmary",2008-01-31,607,607,0
"T305H","Brechin Infirmary",2008-01-31,153,153,0
"T319H","Whitehills Health And Community Care Centre",2008-01-31,410,410,0
"T357C","Links Health Centre",2008-01-31,380,380,0
"V102H","Falkirk Community Hospital",2008-01-31,1416,1414,2
"V201H","Stirling Royal Infirmary - Type 1",2008-01-31,3882,3774,108
"W106H","St Brendan's Hospital",2008-01-31,11,11,0
"W107H","Western Isles Hospital - Type 1",2008-01-31,517,510,7
"W108H","Uist & Barra Hospital",2008-01-31,75,75,0
"Y101H","Castle Douglas Hospital",2008-01-31,59,59,0
"Y106H","Kirkcudbright Hospital",2008-01-31,43,43,0
"Y109H","Moffat Hospital",2008-01-31,4,4,0
"Y110H","Newton Stewart Hospital",2008-01-31,23,23,0
"Y144H","Galloway Community Hospital - Type 1",2008-01-31,891,872,19
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2008-01-31,2686,2598,88
"Z102H","Gilbert Bain Hospital - Type 1",2008-01-31,629,618,11
"A101H","Arran War Memorial Hospital",2008-02-29,145,145,0
"A110H","Lady Margaret Hospital",2008-02-29,72,72,0
"A111H","University Hospital Crosshouse - Type 1",2008-02-29,5111,5038,73
"A207H","Davidson Cottage Hospital",2008-02-29,72,72,0
"A210H","University Hospital Ayr - Type 1",2008-02-29,3155,3124,31
"B103H","Knoll Community Hospital",2008-02-29,10,10,0
"B105H","Hawick Community  Hospital",2008-02-29,81,81,0
"B114H","Kelso Community Hospital",2008-02-29,23,23,0
"B118H","Hay Lodge Hospital",2008-02-29,91,91,0
"B120H","Borders General Hospital - Type 1",2008-02-29,1683,1664,19
"C103B","Campbeltown Hospital (2007-2009)",2008-02-29,156,153,3
"C106H","Cowal Community Hospital",2008-02-29,431,431,0
"C108H","Islay Hospital",2008-02-29,56,55,1
"C110H","Mid Argyll Community Hospital And Integrated Care Centre (2007-2009)",2008-02-29,212,207,5
"C113H","Victoria Hospital (NHS Highland)",2008-02-29,328,324,4
"C117J","Dunaros Hospital",2008-02-29,40,40,0
"C121H","Lorn & Islands Hospital - Type 1",2008-02-29,413,409,4
"C206H","Vale Of Leven District General Hospital",2008-02-29,1103,1090,13
"C313H","Inverclyde Royal Hospital - Type 1",2008-02-29,2362,2328,34
"C418H","Royal Alexandra Hospital - Type 1",2008-02-29,5251,5140,111
"F704H","Victoria Hospital (NHS Fife) - Type 1",2008-02-29,3344,3206,138
"F708H","Adamson Hospital",2008-02-29,133,133,0
"F709H","St Andrews Community Hospital",2008-02-29,251,250,1
"F805H","Queen Margaret Hospital - Type 1",2008-02-29,3124,3059,65
"G107H","Glasgow Royal Infirmary - Type 1",2008-02-29,5903,5771,132
"G207H","Stobhill Hospital - Type 1",2008-02-29,3215,3176,39
"G306H","Victoria Infirmary - Type 1",2008-02-29,5169,5089,80
"G405H","Southern General Hospital - Type 1",2008-02-29,3613,3531,82
"G513H","Royal Hospital For Children Glasgow - Type 1",2008-02-29,3289,3219,70
"G516H","Western Infirmary/Gartnavel General - Type 1",2008-02-29,4860,4659,201
"H101H","Dunbar Hospital",2008-02-29,178,178,0
"H103H","Caithness General Hospital - Type 1",2008-02-29,410,402,8
"H106H","Lawson Memorial Hospital",2008-02-29,43,43,0
"H202H","Raigmore Hospital - Type 1",2008-02-29,2111,2062,49
"H208H","Nairn Town And County Hospital",2008-02-29,214,214,0
"H210H","Ian Charles Community Hospital",2008-02-29,61,60,1
"H212H","Belford Hospital - Type 1",2008-02-29,525,521,4
"H214H","Dr Mackinnon Memorial Hospital",2008-02-29,154,151,3
"H215H","Portree Community Hospital",2008-02-29,95,93,2
"H217H","Ross Memorial Hospital",2008-02-29,169,169,0
"H219H","County Community Hospital",2008-02-29,80,80,0
"H227B","Aviemore Health Centre",2008-02-29,106,106,0
"L106H","University Hospital Monklands - Type 1",2008-02-29,5165,5102,63
"L206H","Kello Hospital",2008-02-29,144,144,0
"L207H","Lady Home Hospital",2008-02-29,121,121,0
"L302H","University Hospital Hairmyres - Type 1",2008-02-29,4386,4230,156
"L308H","University Hospital Wishaw - Type 1",2008-02-29,4994,4834,160
"N101H","Aberdeen Royal Infirmary - Type 1",2008-02-29,4901,4577,324
"N121H","Royal Aberdeen Children's Hospital - Type 1",2008-02-29,1383,1378,5
"N151H","Aboyne Hospital",2008-02-29,56,56,0
"N331H","Inverurie Hospital",2008-02-29,31,31,0
"N332H","Insch War Memorial Hospital",2008-02-29,54,54,0
"N333H","Peterhead Community Hospital",2008-02-29,1007,1007,0
"N334H","Fraserburgh Hospital",2008-02-29,768,765,3
"N335H","Jubilee Hospital",2008-02-29,207,207,0
"N336H","Turriff Hospital",2008-02-29,151,151,0
"N337H","Chalmers Hospital",2008-02-29,276,276,0
"N411H","Dr Gray's Hospital - Type 1",2008-02-29,1818,1762,56
"N431H","Seafield Hospital",2008-02-29,66,66,0
"N432H","Stephen Hospital",2008-02-29,21,21,0
"N433H","Turner Memorial Hospital",2008-02-29,102,102,0
"N434H","Leanchoil Hospital",2008-02-29,44,44,0
"N451H","Fleming Hospital",2008-02-29,30,30,0
"N494H","Kincardine Community Hospital",2008-02-29,89,89,0
"R103H","Balfour Hospital - Type 3",2008-02-29,178,176,2
"S102H","Belhaven Hospital",2008-02-29,8,8,0
"S108H","Edington Cottage Hospital",2008-02-29,134,134,0
"S116H","Western General Hospital",2008-02-29,2816,2776,40
"S308H","St John's Hospital - Type 1",2008-02-29,3597,3564,33
"S314H","Royal Infirmary Of Edinburgh - Type 1",2008-02-29,8172,8003,169
"S319H","Royal Hospital for Children and Young People Edinburgh - Type 1",2008-02-29,2633,2606,27
"T101H","Ninewells Hospital - Type 1",2008-02-29,3603,3569,34
"T202H","Perth Royal Infirmary - Type 1",2008-02-29,1883,1858,25
"T208H","Irvine Memorial Hospital",2008-02-29,17,17,0
"T209H","Blairgowrie Community Hospital",2008-02-29,134,134,0
"T304H","Arbroath Infirmary",2008-02-29,620,620,0
"T305H","Brechin Infirmary",2008-02-29,158,158,0
"T319H","Whitehills Health And Community Care Centre",2008-02-29,334,334,0
"T357C","Links Health Centre",2008-02-29,368,368,0
"V102H","Falkirk Community Hospital",2008-02-29,1526,1524,2
"V201H","Stirling Royal Infirmary - Type 1",2008-02-29,3713,3627,86
"W106H","St Brendan's Hospital",2008-02-29,25,25,0
"W107H","Western Isles Hospital - Type 1",2008-02-29,537,526,11
"W108H","Uist & Barra Hospital",2008-02-29,72,72,0
"Y101H","Castle Douglas Hospital",2008-02-29,38,38,0
"Y106H","Kirkcudbright Hospital",2008-02-29,40,40,0
"Y109H","Moffat Hospital",2008-02-29,6,6,0
"Y110H","Newton Stewart Hospital",2008-02-29,46,46,0
"Y144H","Galloway Community Hospital - Type 1",2008-02-29,918,902,16
"Y146H","Dumfries & Galloway Royal Infirmary - Type 1",2008-02-29,2586,2509,77
"Z102H","Gilbert Bain Hospital - Type 1",2008-02-29,674,669,5
"A101H","Arran War Memorial Hospital",2008-03-31,214,214,0
"A110H","Lady Margaret Hospital",2008-03-31,99,99,0
"A111H","University Hospital Crosshouse - Type 1",2008-03-31,5684,5584,100
"A207H","Davidson Cottage Hospital",2008-03-31,97,97,0
"A210H","University Hospital Ayr - Type 1",2008-03-31,3489,3416,73
"B103H","Knoll Community Hospital",2008-03-31,14,14,0
"B105H","Hawick Community  Hospital",2008-03-31,88,88,0
"B114H","Kelso Community Hospital",2008-03-31,24,24,0
"B118H","Hay Lodge Hospital",2008-03-31,60,60,0
"B120H","Borders General Hospital - Type 1",2008-03-31,1926,1874,52
"C103B","Campbeltown Hospital (2007-2009)",2008-03-31,519,512,7
"C106H","Cowal Community Hospital",2008-03-31,516,516,0
"C108H","Islay Hospital",2008-03-31,72,72,0
"C110H","Mid Argyll Community Hospital And Integrated Care Centre (2007-2009)",2008-03-31,329,326,3
"C113H","Victoria Hospital (NHS Highland)",2008-03-31,381,370,11
"C117J","Dunaros Hospital",2008-03-31,67,66,1
"C121H","Lorn & Islands Hospital - Type 1",2008-03-31,457,450,7
"C206H","Vale Of Leven District General Hospital",2008-03-31,1207,1199,8
"C313H","Inverclyde Royal Hospital - Type 1",2008-03-31,2716,2701,15
"C418H","Royal Alexandra Hospital - Type 1",2008-03-31,5979,5810,169
"F704H","Victoria Hospital (NHS Fife) - Type 1",2008-03-31,4007,3780,227
"F708H","Adamson Hospital",2008-03-31,139,139,0
"F709H","St Andrews Community Hospital",2008-03-31,308,308,0
"F805H","Queen Margaret Hospital - Type 1",2008-03-31,3534,3410,124
"G107H","Glasgow Royal Infirmary - Type 1",2008-03-31,6475,6296,179
"G207H","Stobhill Hospital - Type 1",2008-03-31,3609,3540,69
"G306H","Victoria Infirmary - Type 1",2008-03-31,5940,5833,107
"G405H","Southern General Hospital - Type 1",2008-03-31,4104,3938,166
"G513H","Royal Hospital For Children Glasgow - Type 1",2008-03-31,3803,3743,60
