"hb_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S08000031",2016-08-01,"75plus","Code 9 AWI",422,14
"S08000031",2016-08-01,"75plus","Code 9 Non-AWI",12,0
"S08000032",2016-08-01,"18plus","All Delay Reasons",5945,192
"S08000032",2016-08-01,"18plus","Health and Social Care Reasons",4510,145
"S08000032",2016-08-01,"18plus","Patient and Family Related Reasons",637,21
"S08000032",2016-08-01,"18plus","Code 9 AWI",632,20
"S08000032",2016-08-01,"18plus","Code 9 Non-AWI",166,5
"S08000032",2016-08-01,"18-74","All Delay Reasons",1630,53
"S08000032",2016-08-01,"18-74","Health and Social Care Reasons",1178,38
"S08000032",2016-08-01,"18-74","Patient and Family Related Reasons",93,3
"S08000032",2016-08-01,"18-74","Code 9 AWI",322,10
"S08000032",2016-08-01,"18-74","Code 9 Non-AWI",37,1
"S08000032",2016-08-01,"75plus","All Delay Reasons",4315,139
"S08000032",2016-08-01,"75plus","Health and Social Care Reasons",3332,107
"S08000032",2016-08-01,"75plus","Patient and Family Related Reasons",544,18
"S08000032",2016-08-01,"75plus","Code 9 AWI",310,10
"S08000032",2016-08-01,"75plus","Code 9 Non-AWI",129,4
"S92000003",2016-08-01,"18plus","All Delay Reasons",45551,1469
"S92000003",2016-08-01,"18plus","Health and Social Care Reasons",33449,1079
"S92000003",2016-08-01,"18plus","Patient and Family Related Reasons",2056,66
"S92000003",2016-08-01,"18plus","Code 9 AWI",6414,207
"S92000003",2016-08-01,"18plus","Code 9 Non-AWI",3632,117
"S92000003",2016-08-01,"18-74","All Delay Reasons",13517,436
"S92000003",2016-08-01,"18-74","Health and Social Care Reasons",9089,293
"S92000003",2016-08-01,"18-74","Patient and Family Related Reasons",492,16
"S92000003",2016-08-01,"18-74","Code 9 AWI",1881,61
"S92000003",2016-08-01,"18-74","Code 9 Non-AWI",2055,66
"S92000003",2016-08-01,"75plus","All Delay Reasons",32034,1033
"S92000003",2016-08-01,"75plus","Health and Social Care Reasons",24360,786
"S92000003",2016-08-01,"75plus","Patient and Family Related Reasons",1564,50
"S92000003",2016-08-01,"75plus","Code 9 AWI",4533,146
"S92000003",2016-08-01,"75plus","Code 9 Non-AWI",1577,51
"S08000015",2016-09-01,"18plus","All Delay Reasons",2574,86
"S08000015",2016-09-01,"18plus","Health and Social Care Reasons",1745,58
"S08000015",2016-09-01,"18plus","Patient and Family Related Reasons",27,1
"S08000015",2016-09-01,"18plus","Code 9 AWI",517,17
"S08000015",2016-09-01,"18plus","Code 9 Non-AWI",285,10
"S08000015",2016-09-01,"18-74","All Delay Reasons",512,17
"S08000015",2016-09-01,"18-74","Health and Social Care Reasons",307,10
"S08000015",2016-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000015",2016-09-01,"18-74","Code 9 AWI",167,6
"S08000015",2016-09-01,"18-74","Code 9 Non-AWI",38,1
"S08000015",2016-09-01,"75plus","All Delay Reasons",2062,69
"S08000015",2016-09-01,"75plus","Health and Social Care Reasons",1438,48
"S08000015",2016-09-01,"75plus","Patient and Family Related Reasons",27,1
"S08000015",2016-09-01,"75plus","Code 9 AWI",350,12
"S08000015",2016-09-01,"75plus","Code 9 Non-AWI",247,8
"S08000016",2016-09-01,"18plus","All Delay Reasons",795,27
"S08000016",2016-09-01,"18plus","Health and Social Care Reasons",527,18
"S08000016",2016-09-01,"18plus","Patient and Family Related Reasons",69,2
"S08000016",2016-09-01,"18plus","Code 9 AWI",140,5
"S08000016",2016-09-01,"18plus","Code 9 Non-AWI",59,2
"S08000016",2016-09-01,"18-74","All Delay Reasons",226,8
"S08000016",2016-09-01,"18-74","Health and Social Care Reasons",106,4
"S08000016",2016-09-01,"18-74","Patient and Family Related Reasons",52,2
"S08000016",2016-09-01,"18-74","Code 9 AWI",10,0
"S08000016",2016-09-01,"18-74","Code 9 Non-AWI",58,2
"S08000016",2016-09-01,"75plus","All Delay Reasons",569,19
"S08000016",2016-09-01,"75plus","Health and Social Care Reasons",421,14
"S08000016",2016-09-01,"75plus","Patient and Family Related Reasons",17,1
"S08000016",2016-09-01,"75plus","Code 9 AWI",130,4
"S08000016",2016-09-01,"75plus","Code 9 Non-AWI",1,0
"S08000017",2016-09-01,"18plus","All Delay Reasons",935,31
"S08000017",2016-09-01,"18plus","Health and Social Care Reasons",677,23
"S08000017",2016-09-01,"18plus","Patient and Family Related Reasons",30,1
"S08000017",2016-09-01,"18plus","Code 9 AWI",228,8
"S08000017",2016-09-01,"18plus","Code 9 Non-AWI",0,0
"S08000017",2016-09-01,"18-74","All Delay Reasons",264,9
"S08000017",2016-09-01,"18-74","Health and Social Care Reasons",229,8
"S08000017",2016-09-01,"18-74","Patient and Family Related Reasons",30,1
"S08000017",2016-09-01,"18-74","Code 9 AWI",5,0
"S08000017",2016-09-01,"18-74","Code 9 Non-AWI",0,0
"S08000017",2016-09-01,"75plus","All Delay Reasons",671,22
"S08000017",2016-09-01,"75plus","Health and Social Care Reasons",448,15
"S08000017",2016-09-01,"75plus","Patient and Family Related Reasons",0,0
"S08000017",2016-09-01,"75plus","Code 9 AWI",223,7
"S08000017",2016-09-01,"75plus","Code 9 Non-AWI",0,0
"S08000019",2016-09-01,"18plus","All Delay Reasons",2965,99
"S08000019",2016-09-01,"18plus","Health and Social Care Reasons",2042,68
"S08000019",2016-09-01,"18plus","Patient and Family Related Reasons",73,2
"S08000019",2016-09-01,"18plus","Code 9 AWI",415,14
"S08000019",2016-09-01,"18plus","Code 9 Non-AWI",435,15
"S08000019",2016-09-01,"18-74","All Delay Reasons",823,27
"S08000019",2016-09-01,"18-74","Health and Social Care Reasons",371,12
"S08000019",2016-09-01,"18-74","Patient and Family Related Reasons",16,1
"S08000019",2016-09-01,"18-74","Code 9 AWI",31,1
"S08000019",2016-09-01,"18-74","Code 9 Non-AWI",405,14
"S08000019",2016-09-01,"75plus","All Delay Reasons",2142,71
"S08000019",2016-09-01,"75plus","Health and Social Care Reasons",1671,56
"S08000019",2016-09-01,"75plus","Patient and Family Related Reasons",57,2
"S08000019",2016-09-01,"75plus","Code 9 AWI",384,13
"S08000019",2016-09-01,"75plus","Code 9 Non-AWI",30,1
"S08000020",2016-09-01,"18plus","All Delay Reasons",4987,166
"S08000020",2016-09-01,"18plus","Health and Social Care Reasons",3924,131
"S08000020",2016-09-01,"18plus","Patient and Family Related Reasons",103,3
"S08000020",2016-09-01,"18plus","Code 9 AWI",730,24
"S08000020",2016-09-01,"18plus","Code 9 Non-AWI",230,8
"S08000020",2016-09-01,"18-74","All Delay Reasons",1543,51
"S08000020",2016-09-01,"18-74","Health and Social Care Reasons",1132,38
"S08000020",2016-09-01,"18-74","Patient and Family Related Reasons",51,2
"S08000020",2016-09-01,"18-74","Code 9 AWI",218,7
"S08000020",2016-09-01,"18-74","Code 9 Non-AWI",142,5
"S08000020",2016-09-01,"75plus","All Delay Reasons",3444,115
"S08000020",2016-09-01,"75plus","Health and Social Care Reasons",2792,93
"S08000020",2016-09-01,"75plus","Patient and Family Related Reasons",52,2
"S08000020",2016-09-01,"75plus","Code 9 AWI",512,17
"S08000020",2016-09-01,"75plus","Code 9 Non-AWI",88,3
"S08000022",2016-09-01,"18plus","All Delay Reasons",4163,139
"S08000022",2016-09-01,"18plus","Health and Social Care Reasons",1990,66
"S08000022",2016-09-01,"18plus","Patient and Family Related Reasons",574,19
"S08000022",2016-09-01,"18plus","Code 9 AWI",551,18
"S08000022",2016-09-01,"18plus","Code 9 Non-AWI",1048,35
"S08000022",2016-09-01,"18-74","All Delay Reasons",933,31
"S08000022",2016-09-01,"18-74","Health and Social Care Reasons",386,13
"S08000022",2016-09-01,"18-74","Patient and Family Related Reasons",106,4
"S08000022",2016-09-01,"18-74","Code 9 AWI",36,1
"S08000022",2016-09-01,"18-74","Code 9 Non-AWI",405,14
"S08000022",2016-09-01,"75plus","All Delay Reasons",3230,108
"S08000022",2016-09-01,"75plus","Health and Social Care Reasons",1604,53
"S08000022",2016-09-01,"75plus","Patient and Family Related Reasons",468,16
"S08000022",2016-09-01,"75plus","Code 9 AWI",515,17
"S08000022",2016-09-01,"75plus","Code 9 Non-AWI",643,21
"S08000024",2016-09-01,"18plus","All Delay Reasons",9830,328
"S08000024",2016-09-01,"18plus","Health and Social Care Reasons",8638,288
"S08000024",2016-09-01,"18plus","Patient and Family Related Reasons",129,4
"S08000024",2016-09-01,"18plus","Code 9 AWI",918,31
"S08000024",2016-09-01,"18plus","Code 9 Non-AWI",145,5
"S08000024",2016-09-01,"18-74","All Delay Reasons",2867,96
"S08000024",2016-09-01,"18-74","Health and Social Care Reasons",2386,80
"S08000024",2016-09-01,"18-74","Patient and Family Related Reasons",30,1
"S08000024",2016-09-01,"18-74","Code 9 AWI",337,11
"S08000024",2016-09-01,"18-74","Code 9 Non-AWI",114,4
"S08000024",2016-09-01,"75plus","All Delay Reasons",6963,232
"S08000024",2016-09-01,"75plus","Health and Social Care Reasons",6252,208
"S08000024",2016-09-01,"75plus","Patient and Family Related Reasons",99,3
"S08000024",2016-09-01,"75plus","Code 9 AWI",581,19
"S08000024",2016-09-01,"75plus","Code 9 Non-AWI",31,1
"S08000025",2016-09-01,"18plus","All Delay Reasons",73,2
"S08000025",2016-09-01,"18plus","Health and Social Care Reasons",73,2
"S08000025",2016-09-01,"18plus","Patient and Family Related Reasons",0,0
"S08000025",2016-09-01,"18plus","Code 9 AWI",0,0
"S08000025",2016-09-01,"18plus","Code 9 Non-AWI",0,0
"S08000025",2016-09-01,"18-74","All Delay Reasons",0,0
"S08000025",2016-09-01,"18-74","Health and Social Care Reasons",0,0
"S08000025",2016-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000025",2016-09-01,"18-74","Code 9 AWI",0,0
"S08000025",2016-09-01,"18-74","Code 9 Non-AWI",0,0
"S08000025",2016-09-01,"75plus","All Delay Reasons",73,2
"S08000025",2016-09-01,"75plus","Health and Social Care Reasons",73,2
"S08000025",2016-09-01,"75plus","Patient and Family Related Reasons",0,0
"S08000025",2016-09-01,"75plus","Code 9 AWI",0,0
"S08000025",2016-09-01,"75plus","Code 9 Non-AWI",0,0
"S08000026",2016-09-01,"18plus","All Delay Reasons",125,4
"S08000026",2016-09-01,"18plus","Health and Social Care Reasons",125,4
"S08000026",2016-09-01,"18plus","Patient and Family Related Reasons",0,0
"S08000026",2016-09-01,"18plus","Code 9 AWI",0,0
"S08000026",2016-09-01,"18plus","Code 9 Non-AWI",0,0
"S08000026",2016-09-01,"18-74","All Delay Reasons",18,1
"S08000026",2016-09-01,"18-74","Health and Social Care Reasons",18,1
"S08000026",2016-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000026",2016-09-01,"18-74","Code 9 AWI",0,0
"S08000026",2016-09-01,"18-74","Code 9 Non-AWI",0,0
"S08000026",2016-09-01,"75plus","All Delay Reasons",107,4
"S08000026",2016-09-01,"75plus","Health and Social Care Reasons",107,4
"S08000026",2016-09-01,"75plus","Patient and Family Related Reasons",0,0
"S08000026",2016-09-01,"75plus","Code 9 AWI",0,0
"S08000026",2016-09-01,"75plus","Code 9 Non-AWI",0,0
"S08000028",2016-09-01,"18plus","All Delay Reasons",806,27
"S08000028",2016-09-01,"18plus","Health and Social Care Reasons",276,9
"S08000028",2016-09-01,"18plus","Patient and Family Related Reasons",0,0
"S08000028",2016-09-01,"18plus","Code 9 AWI",81,3
"S08000028",2016-09-01,"18plus","Code 9 Non-AWI",449,15
"S08000028",2016-09-01,"18-74","All Delay Reasons",198,7
"S08000028",2016-09-01,"18-74","Health and Social Care Reasons",149,5
"S08000028",2016-09-01,"18-74","Patient and Family Related Reasons",0,0
"S08000028",2016-09-01,"18-74","Code 9 AWI",49,2
"S08000028",2016-09-01,"18-74","Code 9 Non-AWI",0,0
"S08000028",2016-09-01,"75plus","All Delay Reasons",608,20
"S08000028",2016-09-01,"75plus","Health and Social Care Reasons",127,4
"S08000028",2016-09-01,"75plus","Patient and Family Related Reasons",0,0
"S08000028",2016-09-01,"75plus","Code 9 AWI",32,1
"S08000028",2016-09-01,"75plus","Code 9 Non-AWI",449,15
"S08000029",2016-09-01,"18plus","All Delay Reasons",3768,126
"S08000029",2016-09-01,"18plus","Health and Social Care Reasons",2719,91
"S08000029",2016-09-01,"18plus","Patient and Family Related Reasons",105,4
"S08000029",2016-09-01,"18plus","Code 9 AWI",786,26
"S08000029",2016-09-01,"18plus","Code 9 Non-AWI",158,5
"S08000029",2016-09-01,"18-74","All Delay Reasons",1359,45
"S08000029",2016-09-01,"18-74","Health and Social Care Reasons",932,31
"S08000029",2016-09-01,"18-74","Patient and Family Related Reasons",60,2
"S08000029",2016-09-01,"18-74","Code 9 AWI",217,7
"S08000029",2016-09-01,"18-74","Code 9 Non-AWI",150,5
"S08000029",2016-09-01,"75plus","All Delay Reasons",2409,80
"S08000029",2016-09-01,"75plus","Health and Social Care Reasons",1787,60
"S08000029",2016-09-01,"75plus","Patient and Family Related Reasons",45,2
"S08000029",2016-09-01,"75plus","Code 9 AWI",569,19
"S08000029",2016-09-01,"75plus","Code 9 Non-AWI",8,0
"S08000030",2016-09-01,"18plus","All Delay Reasons",3404,113
"S08000030",2016-09-01,"18plus","Health and Social Care Reasons",2386,80
"S08000030",2016-09-01,"18plus","Patient and Family Related Reasons",24,1
"S08000030",2016-09-01,"18plus","Code 9 AWI",606,20
"S08000030",2016-09-01,"18plus","Code 9 Non-AWI",388,13
"S08000030",2016-09-01,"18-74","All Delay Reasons",1077,36
"S08000030",2016-09-01,"18-74","Health and Social Care Reasons",541,18
"S08000030",2016-09-01,"18-74","Patient and Family Related Reasons",3,0
"S08000030",2016-09-01,"18-74","Code 9 AWI",203,7
"S08000030",2016-09-01,"18-74","Code 9 Non-AWI",330,11
"S08000030",2016-09-01,"75plus","All Delay Reasons",2327,78
"S08000030",2016-09-01,"75plus","Health and Social Care Reasons",1845,62
"S08000030",2016-09-01,"75plus","Patient and Family Related Reasons",21,1
"S08000030",2016-09-01,"75plus","Code 9 AWI",403,13
"S08000030",2016-09-01,"75plus","Code 9 Non-AWI",58,2
"S08000031",2016-09-01,"18plus","All Delay Reasons",4943,165
"S08000031",2016-09-01,"18plus","Health and Social Care Reasons",3184,106
"S08000031",2016-09-01,"18plus","Patient and Family Related Reasons",197,7
"S08000031",2016-09-01,"18plus","Code 9 AWI",1199,40
"S08000031",2016-09-01,"18plus","Code 9 Non-AWI",363,12
"S08000031",2016-09-01,"18-74","All Delay Reasons",2328,78
"S08000031",2016-09-01,"18-74","Health and Social Care Reasons",1217,41
"S08000031",2016-09-01,"18-74","Patient and Family Related Reasons",86,3
"S08000031",2016-09-01,"18-74","Code 9 AWI",662,22
"S08000031",2016-09-01,"18-74","Code 9 Non-AWI",363,12
"S08000031",2016-09-01,"75plus","All Delay Reasons",2615,87
"S08000031",2016-09-01,"75plus","Health and Social Care Reasons",1967,66
"S08000031",2016-09-01,"75plus","Patient and Family Related Reasons",111,4
"S08000031",2016-09-01,"75plus","Code 9 AWI",537,18
"S08000031",2016-09-01,"75plus","Code 9 Non-AWI",0,0
"S08000032",2016-09-01,"18plus","All Delay Reasons",5706,190
"S08000032",2016-09-01,"18plus","Health and Social Care Reasons",4451,148
"S08000032",2016-09-01,"18plus","Patient and Family Related Reasons",616,21
"S08000032",2016-09-01,"18plus","Code 9 AWI",501,17
"S08000032",2016-09-01,"18plus","Code 9 Non-AWI",138,5
"S08000032",2016-09-01,"18-74","All Delay Reasons",1698,57
"S08000032",2016-09-01,"18-74","Health and Social Care Reasons",1340,45
"S08000032",2016-09-01,"18-74","Patient and Family Related Reasons",68,2
"S08000032",2016-09-01,"18-74","Code 9 AWI",232,8
"S08000032",2016-09-01,"18-74","Code 9 Non-AWI",58,2
"S08000032",2016-09-01,"75plus","All Delay Reasons",4008,134
"S08000032",2016-09-01,"75plus","Health and Social Care Reasons",3111,104
"S08000032",2016-09-01,"75plus","Patient and Family Related Reasons",548,18
"S08000032",2016-09-01,"75plus","Code 9 AWI",269,9
"S08000032",2016-09-01,"75plus","Code 9 Non-AWI",80,3
"S92000003",2016-09-01,"18plus","All Delay Reasons",45074,1502
"S92000003",2016-09-01,"18plus","Health and Social Care Reasons",32757,1092
"S92000003",2016-09-01,"18plus","Patient and Family Related Reasons",1947,65
"S92000003",2016-09-01,"18plus","Code 9 AWI",6672,222
"S92000003",2016-09-01,"18plus","Code 9 Non-AWI",3698,123
"S92000003",2016-09-01,"18-74","All Delay Reasons",13846,462
"S92000003",2016-09-01,"18-74","Health and Social Care Reasons",9114,304
"S92000003",2016-09-01,"18-74","Patient and Family Related Reasons",502,17
"S92000003",2016-09-01,"18-74","Code 9 AWI",2167,72
"S92000003",2016-09-01,"18-74","Code 9 Non-AWI",2063,69
"S92000003",2016-09-01,"75plus","All Delay Reasons",31228,1041
"S92000003",2016-09-01,"75plus","Health and Social Care Reasons",23643,788
"S92000003",2016-09-01,"75plus","Patient and Family Related Reasons",1445,48
"S92000003",2016-09-01,"75plus","Code 9 AWI",4505,150
"S92000003",2016-09-01,"75plus","Code 9 Non-AWI",1635,55
"S08000015",2016-10-01,"18plus","All Delay Reasons",2711,87
"S08000015",2016-10-01,"18plus","Health and Social Care Reasons",1861,60
"S08000015",2016-10-01,"18plus","Patient and Family Related Reasons",0,0
"S08000015",2016-10-01,"18plus","Code 9 AWI",641,21
"S08000015",2016-10-01,"18plus","Code 9 Non-AWI",209,7
"S08000015",2016-10-01,"18-74","All Delay Reasons",594,19
"S08000015",2016-10-01,"18-74","Health and Social Care Reasons",351,11
"S08000015",2016-10-01,"18-74","Patient and Family Related Reasons",0,0
"S08000015",2016-10-01,"18-74","Code 9 AWI",196,6
"S08000015",2016-10-01,"18-74","Code 9 Non-AWI",47,2
"S08000015",2016-10-01,"75plus","All Delay Reasons",2117,68
"S08000015",2016-10-01,"75plus","Health and Social Care Reasons",1510,49
"S08000015",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S08000015",2016-10-01,"75plus","Code 9 AWI",445,14
"S08000015",2016-10-01,"75plus","Code 9 Non-AWI",162,5
"S08000016",2016-10-01,"18plus","All Delay Reasons",974,31
"S08000016",2016-10-01,"18plus","Health and Social Care Reasons",682,22
"S08000016",2016-10-01,"18plus","Patient and Family Related Reasons",12,0
"S08000016",2016-10-01,"18plus","Code 9 AWI",174,6
"S08000016",2016-10-01,"18plus","Code 9 Non-AWI",106,3
"S08000016",2016-10-01,"18-74","All Delay Reasons",256,8
"S08000016",2016-10-01,"18-74","Health and Social Care Reasons",121,4
"S08000016",2016-10-01,"18-74","Patient and Family Related Reasons",6,0
"S08000016",2016-10-01,"18-74","Code 9 AWI",23,1
"S08000016",2016-10-01,"18-74","Code 9 Non-AWI",106,3
"S08000016",2016-10-01,"75plus","All Delay Reasons",718,23
"S08000016",2016-10-01,"75plus","Health and Social Care Reasons",561,18
"S08000016",2016-10-01,"75plus","Patient and Family Related Reasons",6,0
"S08000016",2016-10-01,"75plus","Code 9 AWI",151,5
"S08000016",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S08000017",2016-10-01,"18plus","All Delay Reasons",1270,41
"S08000017",2016-10-01,"18plus","Health and Social Care Reasons",978,32
"S08000017",2016-10-01,"18plus","Patient and Family Related Reasons",37,1
"S08000017",2016-10-01,"18plus","Code 9 AWI",255,8
"S08000017",2016-10-01,"18plus","Code 9 Non-AWI",0,0
"S08000017",2016-10-01,"18-74","All Delay Reasons",195,6
"S08000017",2016-10-01,"18-74","Health and Social Care Reasons",127,4
"S08000017",2016-10-01,"18-74","Patient and Family Related Reasons",37,1
"S08000017",2016-10-01,"18-74","Code 9 AWI",31,1
"S08000017",2016-10-01,"18-74","Code 9 Non-AWI",0,0
"S08000017",2016-10-01,"75plus","All Delay Reasons",1075,35
"S08000017",2016-10-01,"75plus","Health and Social Care Reasons",851,27
"S08000017",2016-10-01,"75plus","Patient and Family Related Reasons",0,0
"S08000017",2016-10-01,"75plus","Code 9 AWI",224,7
"S08000017",2016-10-01,"75plus","Code 9 Non-AWI",0,0
"S08000019",2016-10-01,"18plus","All Delay Reasons",2905,94
"S08000019",2016-10-01,"18plus","Health and Social Care Reasons",2001,65
"S08000019",2016-10-01,"18plus","Patient and Family Related Reasons",51,2
"S08000019",2016-10-01,"18plus","Code 9 AWI",520,17
