"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks","total_waits"
"W11000030","Cwm Taf Morgannwg University Health Board",2022-05-01,"Waiting for new OP appointment",41606,19454,69541
"W11000023","Betsi Cadwaladr University LHB",2022-06-01,"Waiting for new OP appointment",53866,24641,88429
"W11000024","Powys Teaching LHB",2022-06-01,"Waiting for new OP appointment",497,NA,2726
"W11000025","Hywel Dda LHB",2022-06-01,"Waiting for new OP appointment",31768,14114,64352
"W11000029","Cardiff and Vale University LHB",2022-06-01,"Waiting for new OP appointment",40236,15940,69547
"W11000031","Swansea Bay University Health Board",2022-06-01,"Waiting for new OP appointment",32289,14503,55812
"W11000028","Aneurin Bevan LHB",2022-06-01,"Waiting for new OP appointment",38688,9000,78516
"W11000030","Cwm Taf Morgannwg University Health Board",2022-06-01,"Waiting for new OP appointment",42005,19684,70167
"W11000023","Betsi Cadwaladr University LHB",2022-07-01,"Waiting for new OP appointment",55498,25379,91224
"W11000024","Powys Teaching LHB",2022-07-01,"Waiting for new OP appointment",528,NA,2775
"W11000025","Hywel Dda LHB",2022-07-01,"Waiting for new OP appointment",32642,14168,65039
"W11000029","Cardiff and Vale University LHB",2022-07-01,"Waiting for new OP appointment",41692,16235,71248
"W11000028","Aneurin Bevan LHB",2022-07-01,"Waiting for new OP appointment",40200,9783,81207
"W11000030","Cwm Taf Morgannwg University Health Board",2022-07-01,"Waiting for new OP appointment",43506,20637,71956
"W11000031","Swansea Bay University Health Board",2022-07-01,"Waiting for new OP appointment",33027,14904,56587
"W11000023","Betsi Cadwaladr University LHB",2022-08-01,"Waiting for new OP appointment",56740,26515,94014
"W11000024","Powys Teaching LHB",2022-08-01,"Waiting for new OP appointment",487,NA,2728
"W11000025","Hywel Dda LHB",2022-08-01,"Waiting for new OP appointment",32703,13822,64699
"W11000029","Cardiff and Vale University LHB",2022-08-01,"Waiting for new OP appointment",40897,15962,71633
"W11000031","Swansea Bay University Health Board",2022-08-01,"Waiting for new OP appointment",33308,14830,57621
"W11000028","Aneurin Bevan LHB",2022-08-01,"Waiting for new OP appointment",40886,10242,82584
"W11000030","Cwm Taf Morgannwg University Health Board",2022-08-01,"Waiting for new OP appointment",43979,21291,73711
"W11000023","Betsi Cadwaladr University LHB",2022-09-01,"Waiting for new OP appointment",57956,26475,94840
"W11000025","Hywel Dda LHB",2022-09-01,"Waiting for new OP appointment",32723,12981,64804
"W11000029","Cardiff and Vale University LHB",2022-09-01,"Waiting for new OP appointment",40376,14969,70533
"W11000031","Swansea Bay University Health Board",2022-09-01,"Waiting for new OP appointment",32800,13641,56365
"W11000024","Powys Teaching LHB",2022-09-01,"Waiting for new OP appointment",494,NA,2765
"W11000028","Aneurin Bevan LHB",2022-09-01,"Waiting for new OP appointment",42180,10701,83612
"W11000030","Cwm Taf Morgannwg University Health Board",2022-09-01,"Waiting for new OP appointment",45289,21916,74878
"W11000023","Betsi Cadwaladr University LHB",2022-10-01,"Waiting for new OP appointment",57012,25413,94645
"W11000025","Hywel Dda LHB",2022-10-01,"Waiting for new OP appointment",31443,11414,63840
"W11000029","Cardiff and Vale University LHB",2022-10-01,"Waiting for new OP appointment",39488,14367,69713
"W11000031","Swansea Bay University Health Board",2022-10-01,"Waiting for new OP appointment",30574,12022,54830
"W11000024","Powys Teaching LHB",2022-10-01,"Waiting for new OP appointment",459,NA,2742
"W11000028","Aneurin Bevan LHB",2022-10-01,"Waiting for new OP appointment",41024,9913,81884
"W11000030","Cwm Taf Morgannwg University Health Board",2022-10-01,"Waiting for new OP appointment",45184,21945,74600
"W11000023","Betsi Cadwaladr University LHB",2022-11-01,"Waiting for new OP appointment",56015,23704,93682
"W11000024","Powys Teaching LHB",2022-11-01,"Waiting for new OP appointment",389,NA,2724
"W11000025","Hywel Dda LHB",2022-11-01,"Waiting for new OP appointment",29479,9028,62373
"W11000029","Cardiff and Vale University LHB",2022-11-01,"Waiting for new OP appointment",38184,12903,68839
"W11000028","Aneurin Bevan LHB",2022-11-01,"Waiting for new OP appointment",41162,9840,81432
"W11000030","Cwm Taf Morgannwg University Health Board",2022-11-01,"Waiting for new OP appointment",43538,20280,72605
"W11000031","Swansea Bay University Health Board",2022-11-01,"Waiting for new OP appointment",27784,9546,52055
"W11000023","Betsi Cadwaladr University LHB",2022-12-01,"Waiting for new OP appointment",55382,21606,91570
"W11000024","Powys Teaching LHB",2022-12-01,"Waiting for new OP appointment",542,NA,3130
"W11000025","Hywel Dda LHB",2022-12-01,"Waiting for new OP appointment",27350,5452,58257
"W11000031","Swansea Bay University Health Board",2022-12-01,"Waiting for new OP appointment",27045,7698,50396
"W11000028","Aneurin Bevan LHB",2022-12-01,"Waiting for new OP appointment",41763,9662,79854
"W11000029","Cardiff and Vale University LHB",2022-12-01,"Waiting for new OP appointment",37612,11733,67593
"W11000030","Cwm Taf Morgannwg University Health Board",2022-12-01,"Waiting for new OP appointment",42626,18822,70618
"W11000023","Betsi Cadwaladr University LHB",2023-01-01,"Waiting for new OP appointment",52674,18327,91525
"W11000024","Powys Teaching LHB",2023-01-01,"Waiting for new OP appointment",542,NA,3078
"W11000025","Hywel Dda LHB",2023-01-01,"Waiting for new OP appointment",27228,5069,58273
"W11000029","Cardiff and Vale University LHB",2023-01-01,"Waiting for new OP appointment",36702,10626,67193
"W11000031","Swansea Bay University Health Board",2023-01-01,"Waiting for new OP appointment",25361,6414,49063
"W11000028","Aneurin Bevan LHB",2023-01-01,"Waiting for new OP appointment",40856,9270,79764
"W11000030","Cwm Taf Morgannwg University Health Board",2023-01-01,"Waiting for new OP appointment",41892,17909,70313
"W11000023","Betsi Cadwaladr University LHB",2023-02-01,"Waiting for new OP appointment",47869,15423,85577
"W11000025","Hywel Dda LHB",2023-02-01,"Waiting for new OP appointment",27225,5017,58703
"W11000028","Aneurin Bevan LHB",2023-02-01,"Waiting for new OP appointment",40438,9486,80079
"W11000024","Powys Teaching LHB",2023-02-01,"Waiting for new OP appointment",601,1,3224
"W11000029","Cardiff and Vale University LHB",2023-02-01,"Waiting for new OP appointment",36514,10403,67431
"W11000030","Cwm Taf Morgannwg University Health Board",2023-02-01,"Waiting for new OP appointment",41376,17416,70686
"W11000031","Swansea Bay University Health Board",2023-02-01,"Waiting for new OP appointment",24367,5281,48453
"W11000023","Betsi Cadwaladr University LHB",2023-03-01,"Waiting for new OP appointment",42895,12090,81868
"W11000024","Powys Teaching LHB",2023-03-01,"Waiting for new OP appointment",702,1,3399
"W11000025","Hywel Dda LHB",2023-03-01,"Waiting for new OP appointment",26329,3715,59227
"W11000028","Aneurin Bevan LHB",2023-03-01,"Waiting for new OP appointment",40157,9552,80299
"W11000029","Cardiff and Vale University LHB",2023-03-01,"Waiting for new OP appointment",35910,9799,67177
"W11000030","Cwm Taf Morgannwg University Health Board",2023-03-01,"Waiting for new OP appointment",38511,14017,69192
"W11000031","Swansea Bay University Health Board",2023-03-01,"Waiting for new OP appointment",22836,3751,47179
"W11000023","Betsi Cadwaladr University LHB",2023-04-01,"Waiting for new OP appointment",42796,11503,82394
"W11000024","Powys Teaching LHB",2023-04-01,"Waiting for new OP appointment",752,1,3353
"W11000025","Hywel Dda LHB",2023-04-01,"Waiting for new OP appointment",25658,3739,58528
"W11000029","Cardiff and Vale University LHB",2023-04-01,"Waiting for new OP appointment",37039,10175,68190
"W11000031","Swansea Bay University Health Board",2023-04-01,"Waiting for new OP appointment",22331,3306,47385
"W11000028","Aneurin Bevan LHB",2023-04-01,"Waiting for new OP appointment",41880,10295,82245
"W11000030","Cwm Taf Morgannwg University Health Board",2023-04-01,"Waiting for new OP appointment",38850,13812,69673
"W11000023","Betsi Cadwaladr University LHB",2023-05-01,"Waiting for new OP appointment",42693,11772,83911
"W11000024","Powys Teaching LHB",2023-05-01,"Waiting for new OP appointment",768,3,3497
"W11000025","Hywel Dda LHB",2023-05-01,"Waiting for new OP appointment",23867,3351,58254
"W11000028","Aneurin Bevan LHB",2023-05-01,"Waiting for new OP appointment",41551,10935,84383
"W11000029","Cardiff and Vale University LHB",2023-05-01,"Waiting for new OP appointment",37083,10447,69442
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Waiting for new OP appointment",37717,13334,69673
"W11000031","Swansea Bay University Health Board",2023-05-01,"Waiting for new OP appointment",21067,2567,47320
"W11000023","Betsi Cadwaladr University LHB",2023-06-01,"Waiting for new OP appointment",44439,11936,86213
"W11000024","Powys Teaching LHB",2023-06-01,"Waiting for new OP appointment",809,4,3500
"W11000025","Hywel Dda LHB",2023-06-01,"Waiting for new OP appointment",23445,2551,58115
"W11000028","Aneurin Bevan LHB",2023-06-01,"Waiting for new OP appointment",42580,11119,85683
"W11000029","Cardiff and Vale University LHB",2023-06-01,"Waiting for new OP appointment",37590,10488,70545
"W11000031","Swansea Bay University Health Board",2023-06-01,"Waiting for new OP appointment",20784,1272,47433
"W11000030","Cwm Taf Morgannwg University Health Board",2023-06-01,"Waiting for new OP appointment",37914,12558,69918
"W11000023","Betsi Cadwaladr University LHB",2023-07-01,"Waiting for new OP appointment",44918,12050,85143
"W11000024","Powys Teaching LHB",2023-07-01,"Waiting for new OP appointment",928,19,3618
"W11000025","Hywel Dda LHB",2023-07-01,"Waiting for new OP appointment",24603,3056,59001
"W11000031","Swansea Bay University Health Board",2023-07-01,"Waiting for new OP appointment",20821,838,47585
"W11000028","Aneurin Bevan LHB",2023-07-01,"Waiting for new OP appointment",44078,11487,87261
"W11000029","Cardiff and Vale University LHB",2023-07-01,"Waiting for new OP appointment",38526,10816,71482
"W11000030","Cwm Taf Morgannwg University Health Board",2023-07-01,"Waiting for new OP appointment",38460,12619,70228
"W11000023","Betsi Cadwaladr University LHB",2023-08-01,"Waiting for new OP appointment",46371,12654,86699
"W11000024","Powys Teaching LHB",2023-08-01,"Waiting for new OP appointment",1012,42,3688
"W11000025","Hywel Dda LHB",2023-08-01,"Waiting for new OP appointment",25443,3367,59454
"W11000029","Cardiff and Vale University LHB",2023-08-01,"Waiting for new OP appointment",39255,10985,72074
"W11000028","Aneurin Bevan LHB",2023-08-01,"Waiting for new OP appointment",46204,11999,89427
"W11000030","Cwm Taf Morgannwg University Health Board",2023-08-01,"Waiting for new OP appointment",39288,12948,71322
"W11000031","Swansea Bay University Health Board",2023-08-01,"Waiting for new OP appointment",20880,628,47220
"W11000023","Betsi Cadwaladr University LHB",2023-09-01,"Waiting for new OP appointment",47409,12865,87503
"W11000025","Hywel Dda LHB",2023-09-01,"Waiting for new OP appointment",25748,3260,59949
"W11000029","Cardiff and Vale University LHB",2023-09-01,"Waiting for new OP appointment",39742,10850,71769
"W11000031","Swansea Bay University Health Board",2023-09-01,"Waiting for new OP appointment",20357,162,46718
"W11000024","Powys Teaching LHB",2023-09-01,"Waiting for new OP appointment",1126,60,3614
"W11000028","Aneurin Bevan LHB",2023-09-01,"Waiting for new OP appointment",46748,11907,89027
"W11000030","Cwm Taf Morgannwg University Health Board",2023-09-01,"Waiting for new OP appointment",39390,12548,70847
"W11000023","Betsi Cadwaladr University LHB",2023-10-01,"Waiting for new OP appointment",47607,12928,88295
"W11000024","Powys Teaching LHB",2023-10-01,"Waiting for new OP appointment",1067,80,3494
"W11000025","Hywel Dda LHB",2023-10-01,"Waiting for new OP appointment",25159,3558,59270
"W11000029","Cardiff and Vale University LHB",2023-10-01,"Waiting for new OP appointment",39559,10762,71595
"W11000031","Swansea Bay University Health Board",2023-10-01,"Waiting for new OP appointment",18786,NA,45695
"W11000028","Aneurin Bevan LHB",2023-10-01,"Waiting for new OP appointment",46817,11979,89078
"W11000030","Cwm Taf Morgannwg University Health Board",2023-10-01,"Waiting for new OP appointment",39592,12865,70958
"W11000023","Betsi Cadwaladr University LHB",2023-11-01,"Waiting for new OP appointment",47517,13038,87927
"W11000024","Powys Teaching LHB",2023-11-01,"Waiting for new OP appointment",969,18,3493
"W11000025","Hywel Dda LHB",2023-11-01,"Waiting for new OP appointment",24992,3876,58695
"W11000028","Aneurin Bevan LHB",2023-11-01,"Waiting for new OP appointment",48175,12504,88261
"W11000029","Cardiff and Vale University LHB",2023-11-01,"Waiting for new OP appointment",39685,11173,71158
"W11000030","Cwm Taf Morgannwg University Health Board",2023-11-01,"Waiting for new OP appointment",40373,13309,71288
"W11000031","Swansea Bay University Health Board",2023-11-01,"Waiting for new OP appointment",18042,NA,44767
"W11000023","Betsi Cadwaladr University LHB",2023-12-01,"Waiting for new OP appointment",49809,14054,88777
"W11000025","Hywel Dda LHB",2023-12-01,"Waiting for new OP appointment",25940,4246,58327
"W11000028","Aneurin Bevan LHB",2023-12-01,"Waiting for new OP appointment",50150,13112,88459
"W11000029","Cardiff and Vale University LHB",2023-12-01,"Waiting for new OP appointment",40548,11562,70795
"W11000024","Powys Teaching LHB",2023-12-01,"Waiting for new OP appointment",982,19,3508
"W11000030","Cwm Taf Morgannwg University Health Board",2023-12-01,"Waiting for new OP appointment",42046,13943,71829
"W11000031","Swansea Bay University Health Board",2023-12-01,"Waiting for new OP appointment",18666,NA,44264
"W11000023","Betsi Cadwaladr University LHB",2024-01-01,"Waiting for new OP appointment",51663,14663,90852
"W11000024","Powys Teaching LHB",2024-01-01,"Waiting for new OP appointment",833,22,3478
"W11000025","Hywel Dda LHB",2024-01-01,"Waiting for new OP appointment",25561,4197,57951
"W11000029","Cardiff and Vale University LHB",2024-01-01,"Waiting for new OP appointment",40906,11752,71422
"W11000031","Swansea Bay University Health Board",2024-01-01,"Waiting for new OP appointment",18365,NA,44005
"W11000028","Aneurin Bevan LHB",2024-01-01,"Waiting for new OP appointment",50800,13339,90126
"W11000030","Cwm Taf Morgannwg University Health Board",2024-01-01,"Waiting for new OP appointment",42141,13780,71836
"W11000023","Betsi Cadwaladr University LHB",2024-02-01,"Waiting for new OP appointment",53647,16248,92970
"W11000024","Powys Teaching LHB",2024-02-01,"Waiting for new OP appointment",835,13,3645
"W11000025","Hywel Dda LHB",2024-02-01,"Waiting for new OP appointment",24931,3978,57540
"W11000028","Aneurin Bevan LHB",2024-02-01,"Waiting for new OP appointment",51527,13883,91011
"W11000031","Swansea Bay University Health Board",2024-02-01,"Waiting for new OP appointment",18785,NA,44845
"W11000029","Cardiff and Vale University LHB",2024-02-01,"Waiting for new OP appointment",41290,11898,72818
"W11000030","Cwm Taf Morgannwg University Health Board",2024-02-01,"Waiting for new OP appointment",42212,13945,72562
"W11000023","Betsi Cadwaladr University LHB",2024-03-01,"Waiting for new OP appointment",56007,18061,95780
"W11000025","Hywel Dda LHB",2024-03-01,"Waiting for new OP appointment",24951,3479,56286
"W11000028","Aneurin Bevan LHB",2024-03-01,"Waiting for new OP appointment",52762,14342,92568
"W11000029","Cardiff and Vale University LHB",2024-03-01,"Waiting for new OP appointment",41393,11304,72800
"W11000031","Swansea Bay University Health Board",2024-03-01,"Waiting for new OP appointment",20074,NA,46364
"W11000024","Powys Teaching LHB",2024-03-01,"Waiting for new OP appointment",892,NA,3705
"W11000030","Cwm Taf Morgannwg University Health Board",2024-03-01,"Waiting for new OP appointment",42470,13914,72926
"W11000023","Betsi Cadwaladr University LHB",2024-04-01,"Waiting for new OP appointment",58411,19720,99221
"W11000024","Powys Teaching LHB",2024-04-01,"Waiting for new OP appointment",953,NA,3758
