"trust18_code","date","hospital","programme_of_care","specialty","total_available_beds","average_available_beds","total_occupied_beds","average_occupied_beds","total_inpatients","total_day_case","elective_inpatient","non_elective_inpatient","regular_attenders"
"BHSCT",2022-03-31,"RBHSC","Acute Services","Trauma & Orthopaedics Surgery",410,4.6,410,4.6,134,40,55,79,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Ear Nose Throat",64,0.7,64,0.7,42,31,28,14,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Ear Nose Throat",35,0.4,35,0.4,39,42,29,10,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Ear Nose Throat",73,0.8,73,0.8,21,36,13,8,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Ear Nose Throat",68,0.8,68,0.8,30,28,23,7,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Ophthalmology",6,0.1,6,0.1,8,23,4,4,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Ophthalmology",1,0,1,0,2,7,2,0,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Ophthalmology",5,0.1,5,0.1,2,4,1,1,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Ophthalmology",9,0.1,9,0.1,10,6,8,2,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Paediatric Dentistry",21,0.2,21,0.2,14,76,14,0,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Paediatric Dentistry",5,0.1,5,0.1,10,80,10,0,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Paediatric Dentistry",5,0.1,5,0.1,4,86,4,0,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Paediatric Dentistry",5,0.1,5,0.1,7,81,7,0,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Neurosurgery",196,2.2,196,2.2,46,1,13,33,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Neurosurgery",349,3.8,349,3.8,49,9,6,43,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Neurosurgery",493,5.4,493,5.4,46,7,18,28,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Neurosurgery",439,4.9,439,4.9,38,4,17,21,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Plastic Surgery",40,0.4,40,0.4,26,106,20,6,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Plastic Surgery",50,0.5,50,0.5,23,62,15,8,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Plastic Surgery",51,0.6,51,0.6,19,96,9,10,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Plastic Surgery",53,0.6,53,0.6,16,76,10,6,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Paediatric Surgery",1057,11.6,1057,11.6,225,140,72,153,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Paediatric Surgery",943,10.3,943,10.3,218,151,43,175,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Paediatric Surgery",857,9.3,857,9.3,204,174,40,164,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Paediatric Surgery",960,10.7,960,10.7,233,136,48,185,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Accident & Emergency",260,2.9,0,0,0,0,0,0,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Accident & Emergency",190,2.1,0,0,0,0,0,0,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Accident & Emergency",172,1.9,0,0,0,0,0,0,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Accident & Emergency",240,2.7,0,0,0,0,0,0,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Anaesthetics",1094,12,652,7.2,25,0,4,21,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Anaesthetics",1097,11.9,704,7.7,34,0,8,26,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Anaesthetics",1096,11.9,823,8.9,44,0,8,36,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Anaesthetics",1074,11.9,697,7.7,26,0,3,23,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Haematology Clinical",185,2,185,2,50,277,25,25,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Haematology Clinical",175,1.9,175,1.9,53,233,29,24,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Haematology Clinical",291,3.2,291,3.2,66,219,54,12,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Haematology Clinical",290,3.2,290,3.2,55,212,44,11,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Cardiology",684,7.5,684,7.5,68,17,22,46,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Cardiology",531,5.8,531,5.8,61,17,16,45,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Cardiology",394,4.3,394,4.3,50,26,21,29,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Cardiology",432,4.8,432,4.8,53,12,21,32,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Dermatology",0,0,0,0,0,1,0,0,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Nephrology",94,1,94,1,21,113,7,14,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Nephrology",99,1.1,99,1.1,19,99,5,14,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Nephrology",160,1.7,160,1.7,10,69,2,8,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Nephrology",141,1.6,141,1.6,12,36,4,8,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Medical Oncology",519,5.7,519,5.7,114,146,71,43,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Medical Oncology",444,4.8,444,4.8,97,126,71,26,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Medical Oncology",464,5,464,5,93,175,81,12,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Medical Oncology",386,4.3,386,4.3,86,127,67,19,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Paediatrics",3633,39.9,2323,25.5,774,62,66,708,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Paediatrics",4189,45.5,2769,30.1,950,56,31,919,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Paediatrics",4534,49.3,3814,41.5,1366,51,24,1342,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Paediatrics",4257,47.3,3107,34.5,1025,60,39,986,0
"BHSCT",2021-06-30,"RBHSC","Acute Services","Paediatric Neurology",465,5.1,465,5.1,39,7,13,26,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Paediatric Neurology",407,4.4,407,4.4,34,3,13,21,0
"BHSCT",2021-12-31,"RBHSC","Acute Services","Paediatric Neurology",259,2.8,259,2.8,36,8,10,26,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Paediatric Neurology",90,1,90,1,21,12,11,10,0
"BHSCT",2021-09-30,"RBHSC","Acute Services","Radiology",0,0,0,0,0,2,0,0,0
"BHSCT",2022-03-31,"RBHSC","Acute Services","Radiology",0,0,0,0,0,2,0,0,0
"BHSCT",2021-06-30,"School of Dentistry","Acute Services","Oral Surgery",0,0,0,0,0,45,0,0,0
"BHSCT",2021-09-30,"School of Dentistry","Acute Services","Oral Surgery",0,0,0,0,0,71,0,0,0
"BHSCT",2021-12-31,"School of Dentistry","Acute Services","Oral Surgery",0,0,0,0,0,51,0,0,0
"BHSCT",2022-03-31,"School of Dentistry","Acute Services","Oral Surgery",0,0,0,0,0,19,0,0,0
"BHSCT",2021-06-30,"School of Dentistry","Acute Services","Restorative Dentistry",0,0,0,0,0,36,0,0,0
"BHSCT",2021-09-30,"School of Dentistry","Acute Services","Restorative Dentistry",0,0,0,0,0,31,0,0,0
"BHSCT",2021-12-31,"School of Dentistry","Acute Services","Restorative Dentistry",0,0,0,0,0,33,0,0,0
"BHSCT",2022-03-31,"School of Dentistry","Acute Services","Restorative Dentistry",0,0,0,0,0,60,0,0,0
"BHSCT",2021-06-30,"Mater Infirmorum","Acute Services","General Surgery",0,0,0,0,0,24,0,0,0
"BHSCT",2021-09-30,"Mater Infirmorum","Acute Services","General Surgery",0,0,0,0,0,78,0,0,0
"BHSCT",2021-12-31,"Mater Infirmorum","Acute Services","General Surgery",6,0.1,6,0.1,2,100,2,0,0
"BHSCT",2022-03-31,"Mater Infirmorum","Acute Services","General Surgery",0,0,0,0,0,97,0,0,0
"BHSCT",2021-06-30,"Mater Infirmorum","Acute Services","Accident & Emergency",546,6,0,0,0,0,0,0,0
"BHSCT",2021-09-30,"Mater Infirmorum","Acute Services","Accident & Emergency",552,6,0,0,0,0,0,0,0
"BHSCT",2021-12-31,"Mater Infirmorum","Acute Services","Accident & Emergency",552,6,0,0,0,0,0,0,0
"BHSCT",2022-03-31,"Mater Infirmorum","Acute Services","Accident & Emergency",540,6,0,0,0,0,0,0,0
"BHSCT",2021-06-30,"Mater Infirmorum","Acute Services","Anaesthetics",951,10.5,28,0.3,5,0,0,5,0
"BHSCT",2021-09-30,"Mater Infirmorum","Acute Services","Anaesthetics",6,0.1,6,0.1,1,0,0,1,0
"BHSCT",2022-03-31,"Mater Infirmorum","Acute Services","Anaesthetics",9,0.1,9,0.1,2,0,0,2,0
"BHSCT",2021-06-30,"Mater Infirmorum","Acute Services","General Medicine",6326,69.5,5294,58.2,513,7,1,512,0
"BHSCT",2021-09-30,"Mater Infirmorum","Acute Services","General Medicine",5895,64.1,4585,49.8,442,13,0,442,0
"BHSCT",2021-12-31,"Mater Infirmorum","Acute Services","General Medicine",5538,60.2,4713,51.2,450,0,0,450,0
"BHSCT",2022-03-31,"Mater Infirmorum","Acute Services","General Medicine",5054,56.2,4254,47.3,405,2,9,396,0
"BHSCT",2021-06-30,"Mater Infirmorum","Acute Services","Gastroenterology",74,0.8,74,0.8,10,91,0,10,0
"BHSCT",2021-09-30,"Mater Infirmorum","Acute Services","Gastroenterology",0,0,0,0,0,223,0,0,0
"BHSCT",2021-12-31,"Mater Infirmorum","Acute Services","Gastroenterology",0,0,0,0,0,260,0,0,0
"BHSCT",2022-03-31,"Mater Infirmorum","Acute Services","Gastroenterology",67,0.7,67,0.7,10,323,1,9,0
"BHSCT",2022-03-31,"Mater Infirmorum","Acute Services","Endocrinology",18,0.2,18,0.2,2,0,0,2,0
"BHSCT",2021-06-30,"Mater Infirmorum","Acute Services","Cardiology",1370,15.1,1301,14.3,171,0,1,170,0
"BHSCT",2021-09-30,"Mater Infirmorum","Acute Services","Cardiology",459,5,426,4.6,76,0,0,76,0
"BHSCT",2021-12-31,"Mater Infirmorum","Acute Services","Cardiology",508,5.5,365,4,46,0,0,46,0
"BHSCT",2022-03-31,"Mater Infirmorum","Acute Services","Cardiology",827,9.2,695,7.7,86,0,0,86,0
"BHSCT",2021-06-30,"Mater Infirmorum","Acute Services","Thoracic Medicine",9896,108.7,4274,47,540,9,2,538,0
"BHSCT",2021-09-30,"Mater Infirmorum","Acute Services","Thoracic Medicine",12923,140.5,6937,75.4,886,18,2,884,0
"BHSCT",2021-12-31,"Mater Infirmorum","Acute Services","Thoracic Medicine",14284,155.3,8288,90.1,909,45,0,909,0
"BHSCT",2022-03-31,"Mater Infirmorum","Acute Services","Thoracic Medicine",14251,158.3,8105,90.1,999,413,74,925,0
"BHSCT",2021-06-30,"Mater Infirmorum","Elderly Care","Geriatric Medicine",1483,16.3,1409,15.5,176,0,0,0,0
"BHSCT",2021-09-30,"Mater Infirmorum","Elderly Care","Geriatric Medicine",1735,18.9,1664,18.1,186,0,0,0,0
"BHSCT",2021-12-31,"Mater Infirmorum","Elderly Care","Geriatric Medicine",1742,18.9,1666,18.1,181,0,0,0,0
"BHSCT",2022-03-31,"Mater Infirmorum","Elderly Care","Geriatric Medicine",1744,19.4,1663,18.5,199,0,0,0,0
"BHSCT",2021-06-30,"Muckamore Abbey","Learning Disability","Learning Disability",5278,58,4434,48.7,3,0,0,0,0
"BHSCT",2021-09-30,"Muckamore Abbey","Learning Disability","Learning Disability",5336,58,4342,47.2,3,0,0,0,0
"BHSCT",2021-12-31,"Muckamore Abbey","Learning Disability","Learning Disability",5336,58,4457,48.4,3,0,0,0,0
"BHSCT",2022-03-31,"Muckamore Abbey","Learning Disability","Learning Disability",5220,58,4300,47.8,6,0,0,0,0
"SEHSCT",2021-06-30,"Ards","Elderly Care","Geriatric Medicine",1505,16.5,1505,16.5,91,0,0,0,0
"SEHSCT",2021-09-30,"Ards","Elderly Care","Geriatric Medicine",1530,16.6,1530,16.6,105,0,0,0,0
"SEHSCT",2021-12-31,"Ards","Elderly Care","Geriatric Medicine",1525,16.6,1525,16.6,69,0,0,0,0
"SEHSCT",2022-03-31,"Ards","Elderly Care","Geriatric Medicine",1494,16.6,1494,16.6,68,0,0,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","General Surgery",4760,52.3,4469,49.1,906,402,238,668,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","General Surgery",4953,53.8,4564,49.6,856,377,190,666,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","General Surgery",5542,60.2,4634,50.4,811,415,173,638,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","General Surgery",5893,65.5,4494,49.9,882,399,199,683,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Urology",1282,14.1,1282,14.1,359,391,160,199,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Urology",1140,12.4,1140,12.4,337,404,134,203,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Urology",877,9.5,877,9.5,289,371,136,153,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Urology",1292,14.4,1292,14.4,312,345,141,171,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Trauma & Orthopaedics Surgery",3036,33.4,2661,29.2,394,17,128,266,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Trauma & Orthopaedics Surgery",3065,33.3,2644,28.7,367,10,115,252,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Trauma & Orthopaedics Surgery",3656,39.7,3209,34.9,358,8,119,239,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Trauma & Orthopaedics Surgery",3580,39.8,3274,36.4,346,11,108,238,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Ear Nose Throat",88,1,23,0.3,13,61,10,3,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Ear Nose Throat",219,2.4,10,0.1,11,23,9,2,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Ear Nose Throat",66,0.7,6,0.1,5,51,3,2,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Ear Nose Throat",117,1.3,14,0.2,17,69,13,4,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Oral Surgery",539,5.9,494,5.4,189,66,75,114,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Oral Surgery",450,4.9,401,4.4,175,31,57,118,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Oral Surgery",516,5.6,441,4.8,164,38,73,91,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Oral Surgery",532,5.9,484,5.4,168,57,70,98,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Plastic Surgery",1079,11.9,989,10.9,424,74,108,316,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Plastic Surgery",1074,11.7,901,9.8,356,75,79,277,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Plastic Surgery",1106,12,855,9.3,309,93,97,212,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Plastic Surgery",1196,13.3,888,9.9,323,134,85,238,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Paediatric Surgery",0,0,0,0,1,81,1,0,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Paediatric Surgery",0,0,0,0,0,29,0,0,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Paediatric Surgery",1,0,1,0,0,70,0,0,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Paediatric Surgery",1,0,1,0,1,64,1,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Accident & Emergency",199,2.2,0,0,0,0,0,0,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Accident & Emergency",259,2.8,0,0,0,0,0,0,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Accident & Emergency",171,1.9,0,0,0,0,0,0,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Accident & Emergency",80,0.9,0,0,0,0,0,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Anaesthetics",950,10.4,600,6.6,33,0,0,33,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Anaesthetics",1102,12,868,9.4,55,0,0,55,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Anaesthetics",1227,13.3,986,10.7,36,0,0,36,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Anaesthetics",956,10.6,653,7.3,43,0,0,43,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Pain Management",0,0,0,0,0,233,0,0,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Pain Management",0,0,0,0,0,219,0,0,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Pain Management",0,0,0,0,0,254,0,0,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Pain Management",0,0,0,0,0,175,0,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","General Medicine",19924,218.9,19652,216,3183,1303,32,3151,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","General Medicine",22009,239.2,21480,233.5,2999,1235,37,2962,5
"SEHSCT",2021-12-31,"Ulster","Acute Services","General Medicine",21879,237.8,21263,231.1,2954,1325,41,2913,2
"SEHSCT",2022-03-31,"Ulster","Acute Services","General Medicine",25089,278.8,24653,273.9,2855,1290,29,2826,1
"SEHSCT",2021-06-30,"Ulster","Acute Services","Haematology Clinical",894,9.8,881,9.7,101,850,41,60,831
"SEHSCT",2021-09-30,"Ulster","Acute Services","Haematology Clinical",904,9.8,896,9.7,95,897,35,60,874
"SEHSCT",2021-12-31,"Ulster","Acute Services","Haematology Clinical",813,8.8,791,8.6,99,927,34,65,895
"SEHSCT",2022-03-31,"Ulster","Acute Services","Haematology Clinical",808,9,796,8.8,89,829,44,45,802
"SEHSCT",2021-06-30,"Ulster","Acute Services","Cardiology",3019,33.2,2843,31.2,516,202,19,497,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Cardiology",3416,37.1,3232,35.1,511,192,41,470,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Cardiology",3327,36.2,3125,34,529,216,35,494,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Cardiology",3258,36.2,3009,33.4,443,203,18,425,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Dermatology",0,0,0,0,0,516,0,0,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Dermatology",0,0,0,0,0,483,0,0,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Dermatology",0,0,0,0,0,458,0,0,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Dermatology",0,0,0,0,0,397,0,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Nephrology",194,2.1,194,2.1,23,3531,4,19,3499
"SEHSCT",2021-09-30,"Ulster","Acute Services","Nephrology",135,1.5,135,1.5,22,3753,2,20,3703
"SEHSCT",2021-12-31,"Ulster","Acute Services","Nephrology",64,0.7,64,0.7,22,3712,3,19,3672
"SEHSCT",2022-03-31,"Ulster","Acute Services","Nephrology",186,2.1,186,2.1,26,3539,3,23,3506
"SEHSCT",2021-06-30,"Ulster","Acute Services","Neurology",0,0,0,0,0,127,0,0,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Neurology",0,0,0,0,0,131,0,0,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Neurology",0,0,0,0,0,136,0,0,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Neurology",0,0,0,0,0,120,0,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Rheumatology",0,0,0,0,0,151,0,0,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Rheumatology",0,0,0,0,0,134,0,0,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Rheumatology",0,0,0,0,0,129,0,0,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Rheumatology",0,0,0,0,0,123,0,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Paediatrics",3366,37,1646,18.1,750,78,2,748,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Paediatrics",3005,32.7,2033,22.1,692,81,1,691,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Paediatrics",3790,41.2,2338,25.4,925,122,7,918,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Paediatrics",3302,36.7,2219,24.7,976,66,7,969,0
"SEHSCT",2021-06-30,"Ulster","Elderly Care","Geriatric Medicine",7543,82.9,7371,81,699,22,0,0,0
"SEHSCT",2021-09-30,"Ulster","Elderly Care","Geriatric Medicine",7444,80.9,7219,78.5,717,18,0,0,0
"SEHSCT",2021-12-31,"Ulster","Elderly Care","Geriatric Medicine",5158,56.1,4895,53.2,434,20,0,0,0
"SEHSCT",2022-03-31,"Ulster","Elderly Care","Geriatric Medicine",6690,74.3,6437,71.5,524,21,0,0,0
"SEHSCT",2021-06-30,"Ulster","Maternity & Child Health","Obstetrics",3841,42.2,2412,26.5,1028,0,0,0,0
"SEHSCT",2021-09-30,"Ulster","Maternity & Child Health","Obstetrics",3966,43.1,2861,31.1,1182,0,0,0,0
"SEHSCT",2021-12-31,"Ulster","Maternity & Child Health","Obstetrics",3950,42.9,2761,30,1158,0,0,0,0
"SEHSCT",2022-03-31,"Ulster","Maternity & Child Health","Obstetrics",3829,42.5,2548,28.3,1048,0,0,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Gynaecology",798,8.8,627,6.9,246,78,90,156,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","Gynaecology",874,9.5,672,7.3,225,54,80,145,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","Gynaecology",813,8.8,690,7.5,227,48,82,145,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","Gynaecology",894,9.9,633,7,227,77,104,123,0
"SEHSCT",2021-06-30,"Ulster","Maternity & Child Health","Well Babies Obs",3077,33.8,1343,14.8,837,0,0,0,0
"SEHSCT",2021-09-30,"Ulster","Maternity & Child Health","Well Babies Obs",3122,33.9,1484,16.1,906,0,0,0,0
"SEHSCT",2021-12-31,"Ulster","Maternity & Child Health","Well Babies Obs",3124,34,1356,14.7,899,0,0,0,0
"SEHSCT",2022-03-31,"Ulster","Maternity & Child Health","Well Babies Obs",3038,33.8,1326,14.7,847,0,0,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","General Practice Other",0,0,0,0,0,168,0,0,0
"SEHSCT",2021-09-30,"Ulster","Acute Services","General Practice Other",0,0,0,0,0,189,0,0,0
"SEHSCT",2021-12-31,"Ulster","Acute Services","General Practice Other",0,0,0,0,0,198,0,0,0
"SEHSCT",2022-03-31,"Ulster","Acute Services","General Practice Other",0,0,0,0,0,172,0,0,0
"SEHSCT",2021-06-30,"Ulster","Acute Services","Clinical Oncology",0,0,0,0,32,1148,0,32,1089
"SEHSCT",2021-09-30,"Ulster","Acute Services","Clinical Oncology",0,0,0,0,22,1207,0,22,1138
"SEHSCT",2021-12-31,"Ulster","Acute Services","Clinical Oncology",0,0,0,0,9,1248,0,9,1148
"SEHSCT",2022-03-31,"Ulster","Acute Services","Clinical Oncology",0,0,0,0,6,1270,0,6,1142
"SEHSCT",2021-06-30,"Ulster MHU","Mental Health","Mental Illness",2184,24,2202,24.2,57,0,0,0,0
"SEHSCT",2021-09-30,"Ulster MHU","Mental Health","Mental Illness",2208,24,2319,25.2,50,0,0,0,0
"SEHSCT",2021-12-31,"Ulster MHU","Mental Health","Mental Illness",2208,24,2219,24.1,32,0,0,0,0
"SEHSCT",2022-03-31,"Ulster MHU","Mental Health","Mental Illness",2208,24.5,1993,22.1,41,0,0,0,0
"SEHSCT",2021-06-30,"Lagan Valley","Acute Services","General Surgery",4,0,4,0,3,210,2,1,0
"SEHSCT",2021-09-30,"Lagan Valley","Acute Services","General Surgery",0,0,0,0,0,244,0,0,0
"SEHSCT",2021-12-31,"Lagan Valley","Acute Services","General Surgery",0,0,0,0,0,287,0,0,0
"SEHSCT",2022-03-31,"Lagan Valley","Acute Services","General Surgery",0,0,0,0,0,252,0,0,0
"SEHSCT",2021-06-30,"Lagan Valley","Acute Services","Urology",0,0,0,0,1,626,1,0,0
"SEHSCT",2021-09-30,"Lagan Valley","Acute Services","Urology",0,0,0,0,0,394,0,0,0
"SEHSCT",2021-12-31,"Lagan Valley","Acute Services","Urology",0,0,0,0,0,409,0,0,0
"SEHSCT",2022-03-31,"Lagan Valley","Acute Services","Urology",0,0,0,0,0,471,0,0,0
"SEHSCT",2021-06-30,"Lagan Valley","Acute Services","Ear Nose Throat",0,0,0,0,0,72,0,0,0
"SEHSCT",2021-09-30,"Lagan Valley","Acute Services","Ear Nose Throat",0,0,0,0,0,60,0,0,0
"SEHSCT",2021-12-31,"Lagan Valley","Acute Services","Ear Nose Throat",0,0,0,0,0,21,0,0,0
"SEHSCT",2021-06-30,"Lagan Valley","Acute Services","Plastic Surgery",0,0,0,0,0,212,0,0,0
"SEHSCT",2021-09-30,"Lagan Valley","Acute Services","Plastic Surgery",0,0,0,0,0,174,0,0,0
"SEHSCT",2021-12-31,"Lagan Valley","Acute Services","Plastic Surgery",0,0,0,0,0,76,0,0,0
"SEHSCT",2022-03-31,"Lagan Valley","Acute Services","Plastic Surgery",0,0,0,0,0,84,0,0,0
"SEHSCT",2021-06-30,"Lagan Valley","Acute Services","General Medicine",5930,65.2,5293,58.2,706,432,4,702,0
"SEHSCT",2021-09-30,"Lagan Valley","Acute Services","General Medicine",5922,64.4,5410,58.8,691,375,7,684,0
"SEHSCT",2021-12-31,"Lagan Valley","Acute Services","General Medicine",6143,66.8,5566,60.5,680,459,7,673,0
