"lhb22_code","lhb22_name","date","delay_reason","delay_count"
"W11000029","Cardiff and Vale University Health Board",2023-05-01,"Awaiting start of new home care package",7
"W11000029","Cardiff and Vale University Health Board",2023-05-01,"Mental Capacity / Court of Protection delays",9
"W11000029","Cardiff and Vale University Health Board",2023-05-01,"Awaiting transfer to intermediate care bedded facility",9
"W11000024","Powys Teaching Health Board",2023-05-01,"Awaiting Social worker allocation",9
"W11000029","Cardiff and Vale University Health Board",2023-05-01,"Awaiting reablement care package",1
"W11000029","Cardiff and Vale University Health Board",2023-05-01,"Awaiting EMI nursing availability",1
"W11000029","Cardiff and Vale University Health Board",2023-05-01,"Awaiting RH availability",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting start of new home care package",38
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"No suitable abode",6
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting completion of assessment Nursing",54
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting Social worker allocation",7
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting Mental Health bed",2
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting transfer to intermediate care bedded facility",12
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting nursing/residential home self-funding",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting completion of assessment by social care",27
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Mental Capacity / Court of Protection delays",7
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",3
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting NH availability",6
"W11000024","Powys Teaching Health Board",2023-05-01,"Awaiting palliative care POC",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting EMI nursing availability",8
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting RH availability",6
"W11000024","Powys Teaching Health Board",2023-05-01,"Awaiting EMI nursing availability",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting reablement care package",2
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting joint assessment",14
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Disputes between agencies",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting restart of previous home care package",2
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Homeless",2
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Patient / family choice related issues",2
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting completion of arrangements prior to placement",3
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",4
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting specialist bed availability",2
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting EMI residential availability",8
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting Continuing Healthcare (CHC) Assessment",7
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting extra care/supported living availability",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting health completion of assessment/provision for equipment",2
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Patient / family refusing to move to next stage of care/ discharge",4
"W11000024","Powys Teaching Health Board",2023-05-01,"Awaiting restart of previous home care package",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Awaiting provision of medicines management dispensing equipment/support",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-05-01,"Intervention by patient's legal representation",1
"W11000024","Powys Teaching Health Board",2023-05-01,"Awaiting reablement care package",5
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Patient / family choice related issues",16
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting joint assessment",14
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting RH availability",4
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting completion of arrangements prior to placement",3
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting completion of assessment Nursing",33
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting start of new home care package",25
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting completion of assessment by social care",14
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting NH availability",3
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting transfer to intermediate care bedded facility",7
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting Social worker allocation",16
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting reablement care package",15
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting Continuing Healthcare (CHC) Assessment",5
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting social care completion of assessment/provision for equipment",4
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Patient / family refusing to move to next stage of care/ discharge",13
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting restart of previous home care package",3
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting specialist bed availability",4
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",10
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Safeguarding issues impacting discharge arrangements",3
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Patient / family refusing to participate in financial assessment",1
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Mental Capacity / Court of Protection delays",6
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting health completion of assessment/provision for equipment",5
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting funding decision",2
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting funding decision FNC/CHC",1
"W11000024","Powys Teaching Health Board",2023-05-01,"Awaiting completion of adaptations (DFG's)",1
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting Domiciliary care package self-funding",1
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Disputes between agencies",2
"W11000024","Powys Teaching Health Board",2023-05-01,"Awaiting Community Resource capacity",1
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting nursing/residential home self-funding",2
"W11000024","Powys Teaching Health Board",2023-05-01,"Awaiting Domiciliary care package self-funding",1
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting EMI residential availability",1
"W11000024","Powys Teaching Health Board",2023-05-01,"Patient / family choice related issues",1
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting extra care/supported living availability",2
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",2
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting Community Resource capacity",9
"W11000024","Powys Teaching Health Board",2023-05-01,"Awaiting joint assessment",1
"W11000028","Aneurin Bevan University Health Board",2023-05-01,"Awaiting Mental Health bed",1
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting Social worker allocation",52
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting completion of assessment by social care",45
"W11000024","Powys Teaching Health Board",2023-05-01,"Disputes between agencies",1
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting completion of assessment Nursing",11
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting Continuing Healthcare (CHC) Assessment",5
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting transfer to intermediate care bedded facility",2
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting community based health provision D/N CPN",2
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting integrated health /social care community provision",1
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting funding decision",3
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting funding decision FNC/CHC",4
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting provision of medicines management dispensing equipment/support",1
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting start of new home care package",29
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting reablement care package",9
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting Community Resource capacity",1
"W11000025","Hywel Dda University Health Board",2023-05-01,"Patient / family choice related issues",1
"W11000025","Hywel Dda University Health Board",2023-05-01,"Patient / family refusing to move to next stage of care/ discharge",2
"W11000025","Hywel Dda University Health Board",2023-05-01,"Mental Capacity / Court of Protection delays",3
"W11000025","Hywel Dda University Health Board",2023-05-01,"Safeguarding issues impacting discharge arrangements",1
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting completion of arrangements prior to placement",13
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting Residential care home manager to visit and assess (Standard 3 residential)",4
"W11000025","Hywel Dda University Health Board",2023-05-01,"Homeless",2
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting Nursing care home manager to visit and assess (Standard 3 residential)",2
"W11000025","Hywel Dda University Health Board",2023-05-01,"Assessment through the language of choice",1
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting RH availability",12
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting NH availability",11
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting EMI residential availability",8
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting EMI nursing availability",2
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting Learning Disability bed",2
"W11000025","Hywel Dda University Health Board",2023-05-01,"Awaiting acute bed",1
"W11000031","Swansea Bay University Health Board",2023-05-01,"Awaiting Learning Disability bed",1
"W11000031","Swansea Bay University Health Board",2023-05-01,"Awaiting Community Resource capacity",1
"W11000030","Cwm Taf Morgannwg University Health Board",2023-10-01,"Awaiting start of new home care package",38
"W11000030","Cwm Taf Morgannwg University Health Board",2023-10-01,"Homeless",2
"W11000025","Hywel Dda University Health Board",2023-10-01,"Patient / family refusing to move to next stage of care/ discharge",7
