"ltla_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S12000047",2016-07-01,"18plus","All Delay Reasons",3635,117
"S12000047",2016-07-01,"18plus","Health and Social Care Reasons",2888,93
"S12000047",2016-07-01,"18plus","Patient and Family Related Reasons",35,1
"S12000047",2016-07-01,"18plus","Code 9 AWI",580,19
"S12000047",2016-07-01,"18plus","Code 9 Non-AWI",132,4
"S12000047",2016-07-01,"18-74","All Delay Reasons",1241,40
"S12000047",2016-07-01,"18-74","Health and Social Care Reasons",975,31
"S12000047",2016-07-01,"18-74","Patient and Family Related Reasons",31,1
"S12000047",2016-07-01,"18-74","Code 9 AWI",103,3
"S12000047",2016-07-01,"18-74","Code 9 Non-AWI",132,4
"S12000047",2016-07-01,"75plus","All Delay Reasons",2394,77
"S12000047",2016-07-01,"75plus","Health and Social Care Reasons",1913,62
"S12000047",2016-07-01,"75plus","Patient and Family Related Reasons",4,0
"S12000047",2016-07-01,"75plus","Code 9 AWI",477,15
"S12000047",2016-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000048",2016-07-01,"18plus","All Delay Reasons",1169,38
"S12000048",2016-07-01,"18plus","Health and Social Care Reasons",904,29
"S12000048",2016-07-01,"18plus","Patient and Family Related Reasons",0,0
"S12000048",2016-07-01,"18plus","Code 9 AWI",141,5
"S12000048",2016-07-01,"18plus","Code 9 Non-AWI",124,4
"S12000048",2016-07-01,"18-74","All Delay Reasons",314,10
"S12000048",2016-07-01,"18-74","Health and Social Care Reasons",190,6
"S12000048",2016-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000048",2016-07-01,"18-74","Code 9 AWI",0,0
"S12000048",2016-07-01,"18-74","Code 9 Non-AWI",124,4
"S12000048",2016-07-01,"75plus","All Delay Reasons",855,28
"S12000048",2016-07-01,"75plus","Health and Social Care Reasons",714,23
"S12000048",2016-07-01,"75plus","Patient and Family Related Reasons",0,0
"S12000048",2016-07-01,"75plus","Code 9 AWI",141,5
"S12000048",2016-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000049",2016-07-01,"18plus","All Delay Reasons",2746,89
"S12000049",2016-07-01,"18plus","Health and Social Care Reasons",1753,57
"S12000049",2016-07-01,"18plus","Patient and Family Related Reasons",124,4
"S12000049",2016-07-01,"18plus","Code 9 AWI",559,18
"S12000049",2016-07-01,"18plus","Code 9 Non-AWI",310,10
"S12000049",2016-07-01,"18-74","All Delay Reasons",1497,48
"S12000049",2016-07-01,"18-74","Health and Social Care Reasons",807,26
"S12000049",2016-07-01,"18-74","Patient and Family Related Reasons",37,1
"S12000049",2016-07-01,"18-74","Code 9 AWI",374,12
"S12000049",2016-07-01,"18-74","Code 9 Non-AWI",279,9
"S12000049",2016-07-01,"75plus","All Delay Reasons",1249,40
"S12000049",2016-07-01,"75plus","Health and Social Care Reasons",946,31
"S12000049",2016-07-01,"75plus","Patient and Family Related Reasons",87,3
"S12000049",2016-07-01,"75plus","Code 9 AWI",185,6
"S12000049",2016-07-01,"75plus","Code 9 Non-AWI",31,1
"S12000050",2016-07-01,"18plus","All Delay Reasons",3279,106
"S12000050",2016-07-01,"18plus","Health and Social Care Reasons",2600,84
"S12000050",2016-07-01,"18plus","Patient and Family Related Reasons",263,8
"S12000050",2016-07-01,"18plus","Code 9 AWI",279,9
"S12000050",2016-07-01,"18plus","Code 9 Non-AWI",137,4
"S12000050",2016-07-01,"18-74","All Delay Reasons",1152,37
"S12000050",2016-07-01,"18-74","Health and Social Care Reasons",854,28
"S12000050",2016-07-01,"18-74","Patient and Family Related Reasons",0,0
"S12000050",2016-07-01,"18-74","Code 9 AWI",186,6
"S12000050",2016-07-01,"18-74","Code 9 Non-AWI",112,4
"S12000050",2016-07-01,"75plus","All Delay Reasons",2127,69
"S12000050",2016-07-01,"75plus","Health and Social Care Reasons",1746,56
"S12000050",2016-07-01,"75plus","Patient and Family Related Reasons",263,8
"S12000050",2016-07-01,"75plus","Code 9 AWI",93,3
"S12000050",2016-07-01,"75plus","Code 9 Non-AWI",25,1
NA,2016-07-01,"18plus","All Delay Reasons",0,0
NA,2016-07-01,"18plus","Health and Social Care Reasons",0,0
NA,2016-07-01,"18plus","Patient and Family Related Reasons",0,0
NA,2016-07-01,"18plus","Code 9 AWI",0,0
NA,2016-07-01,"18plus","Code 9 Non-AWI",0,0
NA,2016-07-01,"18-74","All Delay Reasons",0,0
NA,2016-07-01,"18-74","Health and Social Care Reasons",0,0
NA,2016-07-01,"18-74","Patient and Family Related Reasons",0,0
NA,2016-07-01,"18-74","Code 9 AWI",0,0
NA,2016-07-01,"18-74","Code 9 Non-AWI",0,0
NA,2016-07-01,"75plus","All Delay Reasons",0,0
NA,2016-07-01,"75plus","Health and Social Care Reasons",0,0
NA,2016-07-01,"75plus","Patient and Family Related Reasons",0,0
NA,2016-07-01,"75plus","Code 9 AWI",0,0
NA,2016-07-01,"75plus","Code 9 Non-AWI",0,0
"S92000003",2016-07-01,"18plus","All Delay Reasons",43919,1417
"S92000003",2016-07-01,"18plus","Health and Social Care Reasons",32713,1055
"S92000003",2016-07-01,"18plus","Patient and Family Related Reasons",1877,61
"S92000003",2016-07-01,"18plus","Code 9 AWI",5990,193
"S92000003",2016-07-01,"18plus","Code 9 Non-AWI",3339,108
"S92000003",2016-07-01,"18-74","All Delay Reasons",13145,424
"S92000003",2016-07-01,"18-74","Health and Social Care Reasons",9114,294
"S92000003",2016-07-01,"18-74","Patient and Family Related Reasons",214,7
"S92000003",2016-07-01,"18-74","Code 9 AWI",1761,57
"S92000003",2016-07-01,"18-74","Code 9 Non-AWI",2056,66
"S92000003",2016-07-01,"75plus","All Delay Reasons",30774,993
"S92000003",2016-07-01,"75plus","Health and Social Care Reasons",23599,761
"S92000003",2016-07-01,"75plus","Patient and Family Related Reasons",1663,54
"S92000003",2016-07-01,"75plus","Code 9 AWI",4229,136
"S92000003",2016-07-01,"75plus","Code 9 Non-AWI",1283,41
"S12000005",2016-08-01,"18plus","All Delay Reasons",400,13
"S12000005",2016-08-01,"18plus","Health and Social Care Reasons",254,8
"S12000005",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000005",2016-08-01,"18plus","Code 9 AWI",62,2
"S12000005",2016-08-01,"18plus","Code 9 Non-AWI",84,3
"S12000005",2016-08-01,"18-74","All Delay Reasons",91,3
"S12000005",2016-08-01,"18-74","Health and Social Care Reasons",7,0
"S12000005",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000005",2016-08-01,"18-74","Code 9 AWI",0,0
"S12000005",2016-08-01,"18-74","Code 9 Non-AWI",84,3
"S12000005",2016-08-01,"75plus","All Delay Reasons",309,10
"S12000005",2016-08-01,"75plus","Health and Social Care Reasons",247,8
"S12000005",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000005",2016-08-01,"75plus","Code 9 AWI",62,2
"S12000005",2016-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000006",2016-08-01,"18plus","All Delay Reasons",929,30
"S12000006",2016-08-01,"18plus","Health and Social Care Reasons",665,21
"S12000006",2016-08-01,"18plus","Patient and Family Related Reasons",13,0
"S12000006",2016-08-01,"18plus","Code 9 AWI",251,8
"S12000006",2016-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000006",2016-08-01,"18-74","All Delay Reasons",204,7
"S12000006",2016-08-01,"18-74","Health and Social Care Reasons",154,5
"S12000006",2016-08-01,"18-74","Patient and Family Related Reasons",13,0
"S12000006",2016-08-01,"18-74","Code 9 AWI",37,1
"S12000006",2016-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000006",2016-08-01,"75plus","All Delay Reasons",725,23
"S12000006",2016-08-01,"75plus","Health and Social Care Reasons",511,16
"S12000006",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000006",2016-08-01,"75plus","Code 9 AWI",214,7
"S12000006",2016-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000008",2016-08-01,"18plus","All Delay Reasons",537,17
"S12000008",2016-08-01,"18plus","Health and Social Care Reasons",118,4
"S12000008",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000008",2016-08-01,"18plus","Code 9 AWI",195,6
"S12000008",2016-08-01,"18plus","Code 9 Non-AWI",224,7
"S12000008",2016-08-01,"18-74","All Delay Reasons",109,4
"S12000008",2016-08-01,"18-74","Health and Social Care Reasons",24,1
"S12000008",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000008",2016-08-01,"18-74","Code 9 AWI",31,1
"S12000008",2016-08-01,"18-74","Code 9 Non-AWI",54,2
"S12000008",2016-08-01,"75plus","All Delay Reasons",428,14
"S12000008",2016-08-01,"75plus","Health and Social Care Reasons",94,3
"S12000008",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000008",2016-08-01,"75plus","Code 9 AWI",164,5
"S12000008",2016-08-01,"75plus","Code 9 Non-AWI",170,5
"S12000010",2016-08-01,"18plus","All Delay Reasons",1625,52
"S12000010",2016-08-01,"18plus","Health and Social Care Reasons",1532,49
"S12000010",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000010",2016-08-01,"18plus","Code 9 AWI",62,2
"S12000010",2016-08-01,"18plus","Code 9 Non-AWI",31,1
"S12000010",2016-08-01,"18-74","All Delay Reasons",477,15
"S12000010",2016-08-01,"18-74","Health and Social Care Reasons",415,13
"S12000010",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000010",2016-08-01,"18-74","Code 9 AWI",31,1
"S12000010",2016-08-01,"18-74","Code 9 Non-AWI",31,1
"S12000010",2016-08-01,"75plus","All Delay Reasons",1148,37
"S12000010",2016-08-01,"75plus","Health and Social Care Reasons",1117,36
"S12000010",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000010",2016-08-01,"75plus","Code 9 AWI",31,1
"S12000010",2016-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000011",2016-08-01,"18plus","All Delay Reasons",143,5
"S12000011",2016-08-01,"18plus","Health and Social Care Reasons",99,3
"S12000011",2016-08-01,"18plus","Patient and Family Related Reasons",13,0
"S12000011",2016-08-01,"18plus","Code 9 AWI",31,1
"S12000011",2016-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000011",2016-08-01,"18-74","All Delay Reasons",8,0
"S12000011",2016-08-01,"18-74","Health and Social Care Reasons",8,0
"S12000011",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000011",2016-08-01,"18-74","Code 9 AWI",0,0
"S12000011",2016-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000011",2016-08-01,"75plus","All Delay Reasons",135,4
"S12000011",2016-08-01,"75plus","Health and Social Care Reasons",91,3
"S12000011",2016-08-01,"75plus","Patient and Family Related Reasons",13,0
"S12000011",2016-08-01,"75plus","Code 9 AWI",31,1
"S12000011",2016-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000013",2016-08-01,"18plus","All Delay Reasons",904,29
"S12000013",2016-08-01,"18plus","Health and Social Care Reasons",283,9
"S12000013",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000013",2016-08-01,"18plus","Code 9 AWI",120,4
"S12000013",2016-08-01,"18plus","Code 9 Non-AWI",501,16
"S12000013",2016-08-01,"18-74","All Delay Reasons",192,6
"S12000013",2016-08-01,"18-74","Health and Social Care Reasons",134,4
"S12000013",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000013",2016-08-01,"18-74","Code 9 AWI",58,2
"S12000013",2016-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000013",2016-08-01,"75plus","All Delay Reasons",712,23
"S12000013",2016-08-01,"75plus","Health and Social Care Reasons",149,5
"S12000013",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000013",2016-08-01,"75plus","Code 9 AWI",62,2
"S12000013",2016-08-01,"75plus","Code 9 Non-AWI",501,16
"S12000014",2016-08-01,"18plus","All Delay Reasons",1848,60
"S12000014",2016-08-01,"18plus","Health and Social Care Reasons",1446,47
"S12000014",2016-08-01,"18plus","Patient and Family Related Reasons",118,4
"S12000014",2016-08-01,"18plus","Code 9 AWI",190,6
"S12000014",2016-08-01,"18plus","Code 9 Non-AWI",94,3
"S12000014",2016-08-01,"18-74","All Delay Reasons",636,21
"S12000014",2016-08-01,"18-74","Health and Social Care Reasons",504,16
"S12000014",2016-08-01,"18-74","Patient and Family Related Reasons",31,1
"S12000014",2016-08-01,"18-74","Code 9 AWI",19,1
"S12000014",2016-08-01,"18-74","Code 9 Non-AWI",82,3
"S12000014",2016-08-01,"75plus","All Delay Reasons",1212,39
"S12000014",2016-08-01,"75plus","Health and Social Care Reasons",942,30
"S12000014",2016-08-01,"75plus","Patient and Family Related Reasons",87,3
"S12000014",2016-08-01,"75plus","Code 9 AWI",171,6
"S12000014",2016-08-01,"75plus","Code 9 Non-AWI",12,0
"S12000017",2016-08-01,"18plus","All Delay Reasons",3687,119
"S12000017",2016-08-01,"18plus","Health and Social Care Reasons",1940,63
"S12000017",2016-08-01,"18plus","Patient and Family Related Reasons",378,12
"S12000017",2016-08-01,"18plus","Code 9 AWI",530,17
"S12000017",2016-08-01,"18plus","Code 9 Non-AWI",839,27
"S12000017",2016-08-01,"18-74","All Delay Reasons",758,24
"S12000017",2016-08-01,"18-74","Health and Social Care Reasons",268,9
"S12000017",2016-08-01,"18-74","Patient and Family Related Reasons",61,2
"S12000017",2016-08-01,"18-74","Code 9 AWI",84,3
"S12000017",2016-08-01,"18-74","Code 9 Non-AWI",345,11
"S12000017",2016-08-01,"75plus","All Delay Reasons",2929,94
"S12000017",2016-08-01,"75plus","Health and Social Care Reasons",1672,54
"S12000017",2016-08-01,"75plus","Patient and Family Related Reasons",317,10
"S12000017",2016-08-01,"75plus","Code 9 AWI",446,14
"S12000017",2016-08-01,"75plus","Code 9 Non-AWI",494,16
"S12000018",2016-08-01,"18plus","All Delay Reasons",280,9
"S12000018",2016-08-01,"18plus","Health and Social Care Reasons",207,7
"S12000018",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000018",2016-08-01,"18plus","Code 9 AWI",0,0
"S12000018",2016-08-01,"18plus","Code 9 Non-AWI",73,2
"S12000018",2016-08-01,"18-74","All Delay Reasons",75,2
"S12000018",2016-08-01,"18-74","Health and Social Care Reasons",13,0
"S12000018",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000018",2016-08-01,"18-74","Code 9 AWI",0,0
"S12000018",2016-08-01,"18-74","Code 9 Non-AWI",62,2
"S12000018",2016-08-01,"75plus","All Delay Reasons",205,7
"S12000018",2016-08-01,"75plus","Health and Social Care Reasons",194,6
"S12000018",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000018",2016-08-01,"75plus","Code 9 AWI",0,0
"S12000018",2016-08-01,"75plus","Code 9 Non-AWI",11,0
"S12000019",2016-08-01,"18plus","All Delay Reasons",824,27
"S12000019",2016-08-01,"18plus","Health and Social Care Reasons",622,20
"S12000019",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000019",2016-08-01,"18plus","Code 9 AWI",131,4
"S12000019",2016-08-01,"18plus","Code 9 Non-AWI",71,2
"S12000019",2016-08-01,"18-74","All Delay Reasons",271,9
"S12000019",2016-08-01,"18-74","Health and Social Care Reasons",229,7
"S12000019",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000019",2016-08-01,"18-74","Code 9 AWI",42,1
"S12000019",2016-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000019",2016-08-01,"75plus","All Delay Reasons",553,18
"S12000019",2016-08-01,"75plus","Health and Social Care Reasons",393,13
"S12000019",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000019",2016-08-01,"75plus","Code 9 AWI",89,3
"S12000019",2016-08-01,"75plus","Code 9 Non-AWI",71,2
"S12000020",2016-08-01,"18plus","All Delay Reasons",960,31
"S12000020",2016-08-01,"18plus","Health and Social Care Reasons",752,24
"S12000020",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000020",2016-08-01,"18plus","Code 9 AWI",208,7
"S12000020",2016-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000020",2016-08-01,"18-74","All Delay Reasons",276,9
"S12000020",2016-08-01,"18-74","Health and Social Care Reasons",276,9
"S12000020",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000020",2016-08-01,"18-74","Code 9 AWI",0,0
"S12000020",2016-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000020",2016-08-01,"75plus","All Delay Reasons",684,22
"S12000020",2016-08-01,"75plus","Health and Social Care Reasons",476,15
"S12000020",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000020",2016-08-01,"75plus","Code 9 AWI",208,7
"S12000020",2016-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000021",2016-08-01,"18plus","All Delay Reasons",707,23
"S12000021",2016-08-01,"18plus","Health and Social Care Reasons",669,22
"S12000021",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000021",2016-08-01,"18plus","Code 9 AWI",38,1
"S12000021",2016-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000021",2016-08-01,"18-74","All Delay Reasons",75,2
"S12000021",2016-08-01,"18-74","Health and Social Care Reasons",75,2
"S12000021",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000021",2016-08-01,"18-74","Code 9 AWI",0,0
"S12000021",2016-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000021",2016-08-01,"75plus","All Delay Reasons",632,20
"S12000021",2016-08-01,"75plus","Health and Social Care Reasons",594,19
"S12000021",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000021",2016-08-01,"75plus","Code 9 AWI",38,1
"S12000021",2016-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000023",2016-08-01,"18plus","All Delay Reasons",174,6
"S12000023",2016-08-01,"18plus","Health and Social Care Reasons",89,3
"S12000023",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000023",2016-08-01,"18plus","Code 9 AWI",85,3
"S12000023",2016-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000023",2016-08-01,"18-74","All Delay Reasons",70,2
"S12000023",2016-08-01,"18-74","Health and Social Care Reasons",53,2
"S12000023",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000023",2016-08-01,"18-74","Code 9 AWI",17,1
"S12000023",2016-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000023",2016-08-01,"75plus","All Delay Reasons",104,3
"S12000023",2016-08-01,"75plus","Health and Social Care Reasons",36,1
"S12000023",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000023",2016-08-01,"75plus","Code 9 AWI",68,2
"S12000023",2016-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000026",2016-08-01,"18plus","All Delay Reasons",983,32
"S12000026",2016-08-01,"18plus","Health and Social Care Reasons",742,24
"S12000026",2016-08-01,"18plus","Patient and Family Related Reasons",75,2
"S12000026",2016-08-01,"18plus","Code 9 AWI",90,3
"S12000026",2016-08-01,"18plus","Code 9 Non-AWI",76,2
"S12000026",2016-08-01,"18-74","All Delay Reasons",339,11
"S12000026",2016-08-01,"18-74","Health and Social Care Reasons",230,7
"S12000026",2016-08-01,"18-74","Patient and Family Related Reasons",42,1
"S12000026",2016-08-01,"18-74","Code 9 AWI",0,0
"S12000026",2016-08-01,"18-74","Code 9 Non-AWI",67,2
"S12000026",2016-08-01,"75plus","All Delay Reasons",644,21
"S12000026",2016-08-01,"75plus","Health and Social Care Reasons",512,17
"S12000026",2016-08-01,"75plus","Patient and Family Related Reasons",33,1
"S12000026",2016-08-01,"75plus","Code 9 AWI",90,3
"S12000026",2016-08-01,"75plus","Code 9 Non-AWI",9,0
"S12000027",2016-08-01,"18plus","All Delay Reasons",253,8
"S12000027",2016-08-01,"18plus","Health and Social Care Reasons",253,8
"S12000027",2016-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000027",2016-08-01,"18plus","Code 9 AWI",0,0
"S12000027",2016-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000027",2016-08-01,"18-74","All Delay Reasons",46,1
"S12000027",2016-08-01,"18-74","Health and Social Care Reasons",46,1
"S12000027",2016-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000027",2016-08-01,"18-74","Code 9 AWI",0,0
"S12000027",2016-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000027",2016-08-01,"75plus","All Delay Reasons",207,7
"S12000027",2016-08-01,"75plus","Health and Social Care Reasons",207,7
"S12000027",2016-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000027",2016-08-01,"75plus","Code 9 AWI",0,0
"S12000027",2016-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000028",2016-08-01,"18plus","All Delay Reasons",1782,57
