"trust18_code","trust18_name","department","date","total","under_4_hours","between_4_12_hours","over_12_hours"
"SHSCT","Southern","South Tyrone",2023-01-01,1517,1517,0,0
"WHSCT","Western","Altnagelvin Area",2023-01-01,4902,1743,2040,1119
"WHSCT","Western","South West Acute",2023-01-01,2861,1401,973,487
"WHSCT","Western","Altnagelvin Area MIU",2023-01-01,1432,1420,12,0
"BHSCT","Belfast","Mater",2022-12-01,3048,1519,1102,427
"BHSCT","Belfast","RVH",2022-12-01,6246,1535,2853,1858
"BHSCT","Belfast","RVH-RAES",2022-12-01,662,555,107,0
"BHSCT","Belfast","RBHSC",2022-12-01,4958,2430,2452,76
"NHSCT","Northern","Antrim Area",2022-12-01,8121,3704,3208,1209
"NHSCT","Northern","Causeway",2022-12-01,3914,2006,1333,575
"NHSCT","Northern","Mid-Ulster",2022-12-01,460,459,1,0
"SEHSCT","South Eastern","Ards MIU",2022-12-01,827,827,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-12-01,1928,1486,440,2
"SEHSCT","South Eastern","Ulster",2022-12-01,8805,3485,3750,1570
"SHSCT","Southern","Craigavon Area",2022-12-01,7064,2463,2787,1814
"SHSCT","Southern","Daisy Hill",2022-12-01,4869,2373,1904,592
"SHSCT","Southern","South Tyrone",2022-12-01,1347,1347,0,0
"WHSCT","Western","Altnagelvin Area",2022-12-01,5472,1538,2760,1174
"WHSCT","Western","South West Acute",2022-12-01,3274,1526,1230,518
"WHSCT","Western","Altnagelvin Area MIU",2022-12-01,1355,1334,21,0
"BHSCT","Belfast","Mater",2022-11-01,2967,1487,1020,460
"BHSCT","Belfast","RVH",2022-11-01,6803,1975,2942,1886
"BHSCT","Belfast","RVH-RAES",2022-11-01,796,675,121,0
"BHSCT","Belfast","RBHSC",2022-11-01,4500,2657,1794,49
"NHSCT","Northern","Antrim Area",2022-11-01,7630,3770,2697,1163
"NHSCT","Northern","Causeway",2022-11-01,3649,2143,993,513
"NHSCT","Northern","Mid-Ulster",2022-11-01,642,642,0,0
"SEHSCT","South Eastern","Ards MIU",2022-11-01,998,998,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-11-01,1991,1556,435,0
"SEHSCT","South Eastern","Ulster",2022-11-01,8702,3978,3298,1426
"SHSCT","Southern","Craigavon Area",2022-11-01,6803,2721,2706,1376
"SHSCT","Southern","Daisy Hill",2022-11-01,4430,2253,1639,538
"SHSCT","Southern","South Tyrone",2022-11-01,1594,1594,0,0
"WHSCT","Western","Altnagelvin Area",2022-11-01,5463,1860,2626,977
"WHSCT","Western","South West Acute",2022-11-01,3172,1539,1175,458
"WHSCT","Western","Altnagelvin Area MIU",2022-11-01,1477,1459,18,0
"BHSCT","Belfast","Mater",2022-10-01,3065,1478,1061,526
"BHSCT","Belfast","RVH",2022-10-01,6941,1811,3111,2019
"BHSCT","Belfast","RVH-RAES",2022-10-01,829,695,134,0
"BHSCT","Belfast","RBHSC",2022-10-01,4812,2904,1864,44
"NHSCT","Northern","Antrim Area",2022-10-01,8460,3952,3252,1256
"NHSCT","Northern","Causeway",2022-10-01,3951,2080,1363,508
"NHSCT","Northern","Mid-Ulster",2022-10-01,606,606,0,0
"SEHSCT","South Eastern","Ards MIU",2022-10-01,1079,1079,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-10-01,2002,1558,443,1
"SEHSCT","South Eastern","Ulster",2022-10-01,9267,4327,3414,1526
"SHSCT","Southern","Craigavon Area",2022-10-01,7232,2704,2938,1590
"SHSCT","Southern","Daisy Hill",2022-10-01,4857,2610,1667,580
"SHSCT","Southern","South Tyrone",2022-10-01,1777,1777,0,0
"WHSCT","Western","Altnagelvin Area",2022-10-01,5696,1825,2781,1090
"WHSCT","Western","South West Acute",2022-10-01,3428,1686,1234,508
"WHSCT","Western","Altnagelvin Area MIU",2022-10-01,1646,1614,32,0
"BHSCT","Belfast","Mater",2022-09-01,2999,1490,1091,418
"BHSCT","Belfast","RVH",2022-09-01,6828,1754,3026,2048
"BHSCT","Belfast","RVH-RAES",2022-09-01,837,741,96,0
"BHSCT","Belfast","RBHSC",2022-09-01,4006,2735,1256,15
"NHSCT","Northern","Antrim Area",2022-09-01,7990,3797,2966,1227
"NHSCT","Northern","Causeway",2022-09-01,3978,2149,1358,471
"NHSCT","Northern","Mid-Ulster",2022-09-01,659,659,0,0
"SEHSCT","South Eastern","Ards MIU",2022-09-01,1080,1080,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-09-01,1945,1523,421,1
"SEHSCT","South Eastern","Ulster",2022-09-01,8800,4086,3245,1469
"SHSCT","Southern","Craigavon Area",2022-09-01,6806,2757,2764,1285
"SHSCT","Southern","Daisy Hill",2022-09-01,4520,2509,1534,477
"SHSCT","Southern","South Tyrone",2022-09-01,1882,1881,1,0
"WHSCT","Western","Altnagelvin Area",2022-09-01,5587,1861,2749,977
"WHSCT","Western","South West Acute",2022-09-01,3202,1591,1168,443
"WHSCT","Western","Altnagelvin Area MIU",2022-09-01,1723,1671,51,1
"BHSCT","Belfast","Mater",2022-08-01,3004,1511,1050,443
"BHSCT","Belfast","RVH",2022-08-01,7004,1772,3315,1917
"BHSCT","Belfast","RVH-RAES",2022-08-01,864,667,197,0
"BHSCT","Belfast","RBHSC",2022-08-01,3602,2659,937,6
"NHSCT","Northern","Antrim Area",2022-08-01,7922,3361,3313,1248
"NHSCT","Northern","Causeway",2022-08-01,4450,2393,1558,499
"NHSCT","Northern","Mid-Ulster",2022-08-01,673,673,0,0
"SEHSCT","South Eastern","Ards MIU",2022-08-01,1159,1159,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-08-01,2115,1657,458,0
"SEHSCT","South Eastern","Ulster",2022-08-01,9072,4284,3260,1528
"SHSCT","Southern","Craigavon Area",2022-08-01,6842,2911,2642,1289
"SHSCT","Southern","Daisy Hill",2022-08-01,4833,2492,1777,564
"SHSCT","Southern","South Tyrone",2022-08-01,1970,1968,2,0
"WHSCT","Western","Altnagelvin Area",2022-08-01,5693,1556,3062,1075
"WHSCT","Western","South West Acute",2022-08-01,3325,1808,1169,348
"WHSCT","Western","Altnagelvin Area MIU",2022-08-01,1965,1940,25,0
"BHSCT","Belfast","Mater",2022-07-01,2938,1449,1058,431
"BHSCT","Belfast","RVH",2022-07-01,6995,1622,3478,1895
"BHSCT","Belfast","RVH-RAES",2022-07-01,752,628,124,0
"BHSCT","Belfast","RBHSC",2022-07-01,3507,2449,1047,11
"NHSCT","Northern","Antrim Area",2022-07-01,7748,3486,3047,1215
"NHSCT","Northern","Causeway",2022-07-01,4072,2113,1416,543
"NHSCT","Northern","Mid-Ulster",2022-07-01,563,563,0,0
"SEHSCT","South Eastern","Ards MIU",2022-07-01,911,911,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-07-01,1793,1411,380,2
"SEHSCT","South Eastern","Ulster",2022-07-01,8805,3934,3327,1544
"SHSCT","Southern","Craigavon Area",2022-07-01,6919,2573,2831,1515
"SHSCT","Southern","Daisy Hill",2022-07-01,4662,2611,1697,354
"SHSCT","Southern","South Tyrone",2022-07-01,1760,1760,0,0
"WHSCT","Western","Altnagelvin Area",2022-07-01,5620,1695,2923,1002
"WHSCT","Western","South West Acute",2022-07-01,3565,1813,1255,497
"WHSCT","Western","Altnagelvin Area MIU",2022-07-01,1726,1685,41,0
"BHSCT","Belfast","Mater",2022-06-01,2987,1370,1231,386
"BHSCT","Belfast","RVH",2022-06-01,7034,1849,3419,1766
"BHSCT","Belfast","RVH-RAES",2022-06-01,780,656,124,0
"BHSCT","Belfast","RBHSC",2022-06-01,4217,2676,1521,20
"NHSCT","Northern","Antrim Area",2022-06-01,7715,3553,3109,1053
"NHSCT","Northern","Causeway",2022-06-01,4035,2229,1348,458
"NHSCT","Northern","Mid-Ulster",2022-06-01,582,582,0,0
"SEHSCT","South Eastern","Ards MIU",2022-06-01,960,960,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-06-01,2032,1598,432,2
"SEHSCT","South Eastern","Ulster",2022-06-01,8802,4117,3170,1515
"SHSCT","Southern","Craigavon Area",2022-06-01,7004,2987,2692,1325
"SHSCT","Southern","Daisy Hill",2022-06-01,4757,2799,1677,281
"SHSCT","Southern","South Tyrone",2022-06-01,1844,1844,0,0
"WHSCT","Western","Altnagelvin Area",2022-06-01,5815,1938,2828,1049
"WHSCT","Western","South West Acute",2022-06-01,3305,1917,1050,338
"WHSCT","Western","Altnagelvin Area MIU",2022-06-01,1659,1631,28,0
"BHSCT","Belfast","Mater",2022-05-01,2985,1375,1252,358
"BHSCT","Belfast","RVH",2022-05-01,7364,1984,3782,1598
"BHSCT","Belfast","RVH-RAES",2022-05-01,888,753,135,0
"BHSCT","Belfast","RBHSC",2022-05-01,4314,2900,1395,19
"NHSCT","Northern","Antrim Area",2022-05-01,8187,3894,3163,1130
"NHSCT","Northern","Causeway",2022-05-01,4021,2362,1288,371
"NHSCT","Northern","Mid-Ulster",2022-05-01,601,600,1,0
"SEHSCT","South Eastern","Ards MIU",2022-05-01,999,999,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-05-01,2095,1639,456,0
"SEHSCT","South Eastern","Ulster",2022-05-01,9074,4247,3318,1509
"SHSCT","Southern","Craigavon Area",2022-05-01,7213,3213,2822,1178
"SHSCT","Southern","Daisy Hill",2022-05-01,4947,2950,1689,308
"SHSCT","Southern","South Tyrone",2022-05-01,2022,2022,0,0
"WHSCT","Western","Altnagelvin Area",2022-05-01,5827,2044,2792,991
"WHSCT","Western","South West Acute",2022-05-01,3364,1819,1173,372
"WHSCT","Western","Altnagelvin Area MIU",2022-05-01,1720,1690,30,0
"BHSCT","Belfast","Mater",2022-04-01,2745,1237,1196,312
"BHSCT","Belfast","RVH",2022-04-01,6789,1872,3245,1672
"BHSCT","Belfast","RVH-RAES",2022-04-01,772,630,142,0
"BHSCT","Belfast","RBHSC",2022-04-01,3858,2714,1133,11
"NHSCT","Northern","Antrim Area",2022-04-01,7628,3858,2712,1058
"NHSCT","Northern","Causeway",2022-04-01,3911,2004,1433,474
"NHSCT","Northern","Mid-Ulster",2022-04-01,519,518,1,0
"SEHSCT","South Eastern","Ards MIU",2022-04-01,937,937,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-04-01,1937,1506,428,3
"SEHSCT","South Eastern","Ulster",2022-04-01,8509,3985,3112,1412
"SHSCT","Southern","Craigavon Area",2022-04-01,6576,2886,2392,1298
"SHSCT","Southern","Daisy Hill",2022-04-01,4659,2780,1666,213
"SHSCT","Southern","South Tyrone",2022-04-01,1882,1882,0,0
"WHSCT","Western","Altnagelvin Area",2022-04-01,5450,2215,2326,909
"WHSCT","Western","South West Acute",2022-04-01,3077,1389,1165,523
"WHSCT","Western","Altnagelvin Area MIU",2022-04-01,1643,1614,29,0
"BHSCT","Belfast","Mater",2022-03-01,2665,1273,1104,288
"BHSCT","Belfast","RVH",2022-03-01,7072,1896,3379,1797
"BHSCT","Belfast","RVH-RAES",2022-03-01,858,753,105,0
"BHSCT","Belfast","RBHSC",2022-03-01,4140,2675,1458,7
"NHSCT","Northern","Antrim Area",2022-03-01,7881,3718,3165,998
"NHSCT","Northern","Causeway",2022-03-01,3956,2126,1409,421
"NHSCT","Northern","Mid-Ulster",2022-03-01,571,571,0,0
"SEHSCT","South Eastern","Ards MIU",2022-03-01,972,972,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-03-01,2031,1570,457,4
"SEHSCT","South Eastern","Ulster",2022-03-01,8899,4288,3109,1502
"SHSCT","Southern","Craigavon Area",2022-03-01,6822,2949,2486,1387
"SHSCT","Southern","Daisy Hill",2022-03-01,4709,2560,1699,450
"SHSCT","Southern","South Tyrone",2022-03-01,1977,1976,1,0
"WHSCT","Western","Altnagelvin Area",2022-03-01,5796,2344,2491,961
"WHSCT","Western","South West Acute",2022-03-01,3199,1504,1316,379
"WHSCT","Western","Altnagelvin Area MIU",2022-03-01,1591,1558,32,1
"BHSCT","Belfast","Mater",2022-02-01,2232,1052,903,277
"BHSCT","Belfast","RVH",2022-02-01,6377,1725,3135,1517
"BHSCT","Belfast","RVH-RAES",2022-02-01,702,592,110,0
"BHSCT","Belfast","RBHSC",2022-02-01,3179,2098,1046,35
"NHSCT","Northern","Antrim Area",2022-02-01,6441,3035,2413,993
"NHSCT","Northern","Causeway",2022-02-01,3267,1778,1136,353
"NHSCT","Northern","Mid-Ulster",2022-02-01,426,426,0,0
"SEHSCT","South Eastern","Ards MIU",2022-02-01,808,808,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-02-01,1637,1270,367,0
"SEHSCT","South Eastern","Ulster",2022-02-01,7338,3558,2434,1346
"SHSCT","Southern","Craigavon Area",2022-02-01,5747,2092,2338,1317
"SHSCT","Southern","Daisy Hill",2022-02-01,3949,1923,1492,534
"SHSCT","Southern","South Tyrone",2022-02-01,1486,1486,0,0
"WHSCT","Western","Altnagelvin Area",2022-02-01,4916,1944,2135,837
"WHSCT","Western","South West Acute",2022-02-01,2770,1403,995,372
"WHSCT","Western","Altnagelvin Area MIU",2022-02-01,1214,1206,8,0
"BHSCT","Belfast","Mater",2022-01-01,2204,1017,920,267
"BHSCT","Belfast","RVH",2022-01-01,6590,1998,2966,1626
"BHSCT","Belfast","RVH-RAES",2022-01-01,739,666,73,0
"BHSCT","Belfast","RBHSC",2022-01-01,3443,2464,965,14
"NHSCT","Northern","Antrim Area",2022-01-01,7214,3512,2794,908
"NHSCT","Northern","Causeway",2022-01-01,3530,2093,1211,226
"NHSCT","Northern","Mid-Ulster",2022-01-01,441,441,0,0
"SEHSCT","South Eastern","Ards MIU",2022-01-01,787,787,0,0
"SEHSCT","South Eastern","Lagan Valley",2022-01-01,1640,1286,350,4
"SEHSCT","South Eastern","Ulster",2022-01-01,7960,3945,2671,1344
"SHSCT","Southern","Craigavon Area",2022-01-01,6028,2292,2449,1287
"SHSCT","Southern","Daisy Hill",2022-01-01,4140,2163,1488,489
"SHSCT","Southern","South Tyrone",2022-01-01,1506,1505,1,0
"WHSCT","Western","Altnagelvin Area",2022-01-01,5155,2186,2109,860
"WHSCT","Western","South West Acute",2022-01-01,2959,1601,988,370
"WHSCT","Western","Altnagelvin Area MIU",2022-01-01,1201,1190,11,0
"BHSCT","Belfast","Mater",2021-12-01,1949,935,717,297
"BHSCT","Belfast","RVH",2021-12-01,6402,2031,2981,1390
"BHSCT","Belfast","RVH-RAES",2021-12-01,661,590,71,0
"BHSCT","Belfast","RBHSC",2021-12-01,3806,2447,1340,19
"NHSCT","Northern","Antrim Area",2021-12-01,7221,3514,2748,959
"NHSCT","Northern","Causeway",2021-12-01,3575,2158,1209,208
"NHSCT","Northern","Mid-Ulster",2021-12-01,352,352,0,0
"SEHSCT","South Eastern","Ards MIU",2021-12-01,768,768,0,0
"SEHSCT","South Eastern","Lagan Valley",2021-12-01,1757,1403,353,1
"SEHSCT","South Eastern","Ulster",2021-12-01,8041,3798,2929,1314
"SHSCT","Southern","Craigavon Area",2021-12-01,6159,2512,2423,1224
"SHSCT","Southern","Daisy Hill",2021-12-01,4139,2153,1490,496
"SHSCT","Southern","South Tyrone",2021-12-01,1362,1361,1,0
"WHSCT","Western","Altnagelvin Area",2021-12-01,5307,2054,2435,818
"WHSCT","Western","South West Acute",2021-12-01,2968,1474,1108,386
"WHSCT","Western","Altnagelvin Area MIU",2021-12-01,1168,1140,27,1
"BHSCT","Belfast","Mater",2021-11-01,2033,1027,713,293
"BHSCT","Belfast","RVH",2021-11-01,6420,2057,2959,1404
"BHSCT","Belfast","RVH-RAES",2021-11-01,688,631,57,0
"BHSCT","Belfast","RBHSC",2021-11-01,4311,2537,1744,30
"NHSCT","Northern","Antrim Area",2021-11-01,7022,3844,2300,878
"NHSCT","Northern","Causeway",2021-11-01,3418,2091,1027,300
"NHSCT","Northern","Mid-Ulster",2021-11-01,457,457,0,0
"SEHSCT","South Eastern","Ards MIU",2021-11-01,944,944,0,0
"SEHSCT","South Eastern","Lagan Valley",2021-11-01,1878,1551,324,3
"SEHSCT","South Eastern","Ulster",2021-11-01,7984,4021,2639,1324
"SHSCT","Southern","Craigavon Area",2021-11-01,6106,2728,2443,935
"SHSCT","Southern","Daisy Hill",2021-11-01,4233,2332,1519,382
"SHSCT","Southern","South Tyrone",2021-11-01,1706,1706,0,0
"WHSCT","Western","Altnagelvin Area",2021-11-01,5203,2195,2223,785
"WHSCT","Western","South West Acute",2021-11-01,3047,1588,1071,388
"WHSCT","Western","Altnagelvin Area MIU",2021-11-01,1251,1235,16,0
"BHSCT","Belfast","Mater",2021-10-01,2085,1033,742,310
"BHSCT","Belfast","RVH",2021-10-01,7096,1962,3436,1698
"BHSCT","Belfast","RVH-RAES",2021-10-01,765,689,76,0
"BHSCT","Belfast","RBHSC",2021-10-01,4433,2776,1635,22
"NHSCT","Northern","Antrim Area",2021-10-01,7792,4303,2580,909
"NHSCT","Northern","Causeway",2021-10-01,3780,2461,978,341
"NHSCT","Northern","Mid-Ulster",2021-10-01,478,478,0,0
"SEHSCT","South Eastern","Ards MIU",2021-10-01,868,868,0,0
"SEHSCT","South Eastern","Lagan Valley",2021-10-01,1979,1566,411,2
"SEHSCT","South Eastern","Ulster",2021-10-01,8660,4403,2864,1393
"SHSCT","Southern","Craigavon Area",2021-10-01,6892,2773,2934,1185
"SHSCT","Southern","Daisy Hill",2021-10-01,4708,2803,1553,352
"SHSCT","Southern","South Tyrone",2021-10-01,1802,1802,0,0
"WHSCT","Western","Altnagelvin Area",2021-10-01,5723,2486,2398,839
"WHSCT","Western","South West Acute",2021-10-01,3364,1855,1128,381
"WHSCT","Western","Altnagelvin Area MIU",2021-10-01,1440,1420,20,0
"BHSCT","Belfast","Mater",2021-09-01,1933,1049,647,237
"BHSCT","Belfast","RVH",2021-09-01,7035,1883,3615,1537
"BHSCT","Belfast","RVH-RAES",2021-09-01,747,675,72,0
"BHSCT","Belfast","RBHSC",2021-09-01,4480,2914,1560,6
"NHSCT","Northern","Antrim Area",2021-09-01,7599,4218,2538,843
"NHSCT","Northern","Causeway",2021-09-01,3594,2263,904,427
"NHSCT","Northern","Mid-Ulster",2021-09-01,519,519,0,0
"SEHSCT","South Eastern","Ards MIU",2021-09-01,1011,1011,0,0
"SEHSCT","South Eastern","Lagan Valley",2021-09-01,2391,1795,593,3
"SEHSCT","South Eastern","Ulster",2021-09-01,8695,4325,3102,1268
"SHSCT","Southern","Craigavon Area",2021-09-01,6563,2573,2848,1142
"SHSCT","Southern","Daisy Hill",2021-09-01,4716,2741,1554,421
"SHSCT","Southern","South Tyrone",2021-09-01,1875,1875,0,0
"WHSCT","Western","Altnagelvin Area",2021-09-01,5734,2244,2638,852
"WHSCT","Western","South West Acute",2021-09-01,3129,1561,1143,425
"WHSCT","Western","Altnagelvin Area MIU",2021-09-01,1375,1365,10,0
"BHSCT","Belfast","Mater",2021-08-01,2027,1110,750,167
"BHSCT","Belfast","RVH",2021-08-01,7300,2059,3976,1265
"BHSCT","Belfast","RVH-RAES",2021-08-01,712,651,61,0
"BHSCT","Belfast","RBHSC",2021-08-01,3538,2471,1066,1
"NHSCT","Northern","Antrim Area",2021-08-01,7758,4108,2764,886
"NHSCT","Northern","Causeway",2021-08-01,4104,2152,1547,405
"NHSCT","Northern","Mid-Ulster",2021-08-01,492,492,0,0
"SEHSCT","South Eastern","Ards MIU",2021-08-01,920,920,0,0
"SEHSCT","South Eastern","Lagan Valley",2021-08-01,2198,1743,454,1
"SEHSCT","South Eastern","Ulster",2021-08-01,8788,4271,3195,1322
"SHSCT","Southern","Craigavon Area",2021-08-01,6481,2537,2833,1111
"SHSCT","Southern","Daisy Hill",2021-08-01,4612,2489,1784,339
"SHSCT","Southern","South Tyrone",2021-08-01,2046,2046,0,0
"WHSCT","Western","Altnagelvin Area",2021-08-01,5797,2312,2714,771
"WHSCT","Western","South West Acute",2021-08-01,3306,1708,1202,396
"WHSCT","Western","Altnagelvin Area MIU",2021-08-01,1352,1327,23,2
"BHSCT","Belfast","Mater",2021-07-01,2580,1451,886,243
"BHSCT","Belfast","RVH",2021-07-01,7485,2115,4035,1335
"BHSCT","Belfast","RVH-RAES",2021-07-01,729,660,69,0
"BHSCT","Belfast","RBHSC",2021-07-01,3882,3077,805,0
"NHSCT","Northern","Antrim Area",2021-07-01,8166,4647,2702,817
"NHSCT","Northern","Causeway",2021-07-01,4340,2461,1485,394
"NHSCT","Northern","Mid-Ulster",2021-07-01,522,521,1,0
"SEHSCT","South Eastern","Ards MIU",2021-07-01,941,941,0,0
"SEHSCT","South Eastern","Lagan Valley",2021-07-01,2229,1807,417,5
"SEHSCT","South Eastern","Ulster",2021-07-01,9132,4748,3303,1081
"SHSCT","Southern","Craigavon Area",2021-07-01,7092,2957,2943,1192
"SHSCT","Southern","Daisy Hill",2021-07-01,5074,2956,1799,319
"SHSCT","Southern","South Tyrone",2021-07-01,2207,2206,1,0
"WHSCT","Western","Altnagelvin Area",2021-07-01,5956,2387,2752,817
"WHSCT","Western","South West Acute",2021-07-01,3606,1977,1319,310
"WHSCT","Western","Altnagelvin Area MIU",2021-07-01,1527,1513,14,0
"BHSCT","Belfast","Mater",2021-06-01,2426,1387,840,199
"BHSCT","Belfast","RVH",2021-06-01,6937,2128,3675,1134
"BHSCT","Belfast","RVH-RAES",2021-06-01,808,693,115,0
"BHSCT","Belfast","RBHSC",2021-06-01,4124,3197,927,0
"NHSCT","Northern","Antrim Area",2021-06-01,8344,5075,2598,671
"NHSCT","Northern","Causeway",2021-06-01,4201,2724,1197,280
"NHSCT","Northern","Mid-Ulster",2021-06-01,638,637,1,0
"SEHSCT","South Eastern","Ards MIU",2021-06-01,941,940,1,0
"SEHSCT","South Eastern","Lagan Valley",2021-06-01,2355,1862,489,4
"SEHSCT","South Eastern","Ulster",2021-06-01,9801,5674,2961,1166
"SHSCT","Southern","Craigavon Area",2021-06-01,7355,3167,3249,939
"SHSCT","Southern","Daisy Hill",2021-06-01,5005,3087,1685,233
"SHSCT","Southern","South Tyrone",2021-06-01,2480,2479,1,0
"WHSCT","Western","Altnagelvin Area",2021-06-01,6088,2598,2873,617
"WHSCT","Western","South West Acute",2021-06-01,3595,2157,1193,245
"WHSCT","Western","Altnagelvin Area MIU",2021-06-01,1636,1578,58,0
"BHSCT","Belfast","Mater",2021-05-01,2016,1098,748,170
"BHSCT","Belfast","RVH",2021-05-01,7192,2412,3832,948
"BHSCT","Belfast","RVH-RAES",2021-05-01,764,659,105,0
"BHSCT","Belfast","RBHSC",2021-05-01,3600,3109,491,0
"NHSCT","Northern","Antrim Area",2021-05-01,8050,4705,2610,735
"NHSCT","Northern","Causeway",2021-05-01,4157,2725,1173,259
"NHSCT","Northern","Mid-Ulster",2021-05-01,503,503,0,0
"SEHSCT","South Eastern","Ards MIU",2021-05-01,760,760,0,0
"SEHSCT","South Eastern","Lagan Valley",2021-05-01,2173,1771,401,1
"SEHSCT","South Eastern","Ulster",2021-05-01,9582,5772,2790,1020
"SHSCT","Southern","Craigavon Area",2021-05-01,7117,2986,3314,817
"SHSCT","Southern","Daisy Hill",2021-05-01,4987,2951,1822,214
"SHSCT","Southern","South Tyrone",2021-05-01,2432,2432,0,0
"WHSCT","Western","Altnagelvin Area",2021-05-01,5891,2480,2868,543
"WHSCT","Western","South West Acute",2021-05-01,3626,2029,1391,206
"WHSCT","Western","Altnagelvin Area MIU",2021-05-01,1297,1276,21,0
"BHSCT","Belfast","Mater",2021-04-01,1578,890,633,55
"BHSCT","Belfast","RVH",2021-04-01,6554,2164,3568,822
"BHSCT","Belfast","RVH-RAES",2021-04-01,694,623,71,0
"BHSCT","Belfast","RBHSC",2021-04-01,3250,2769,481,0
"NHSCT","Northern","Antrim Area",2021-04-01,7554,4755,2236,563
"NHSCT","Northern","Causeway",2021-04-01,3512,2370,1004,138
"NHSCT","Northern","Mid-Ulster",2021-04-01,461,461,0,0
"SEHSCT","South Eastern","Ards MIU",2021-04-01,740,740,0,0
"SEHSCT","South Eastern","Lagan Valley",2021-04-01,2064,1648,416,0
"SEHSCT","South Eastern","Ulster",2021-04-01,8828,5364,2734,730
"SHSCT","Southern","Craigavon Area",2021-04-01,6657,3059,2986,612
"SHSCT","Southern","Daisy Hill",2021-04-01,4580,2972,1428,180
"SHSCT","Southern","South Tyrone",2021-04-01,2032,2032,0,0
"WHSCT","Western","Altnagelvin Area",2021-04-01,5628,2672,2405,551
"WHSCT","Western","South West Acute",2021-04-01,3125,2073,888,164
"WHSCT","Western","Altnagelvin Area MIU",2021-04-01,1151,1145,6,0
"BHSCT","Belfast","Mater",2021-03-01,1355,773,547,35
"BHSCT","Belfast","RVH",2021-03-01,6437,1894,3782,761
"BHSCT","Belfast","RVH-RAES",2021-03-01,597,496,101,0
"BHSCT","Belfast","RBHSC",2021-03-01,2670,2267,403,0
"NHSCT","Northern","Antrim Area",2021-03-01,6830,4237,2010,583
"NHSCT","Northern","Causeway",2021-03-01,3237,2134,914,189
"NHSCT","Northern","Mid-Ulster",2021-03-01,429,429,0,0
"SEHSCT","South Eastern","Ards MIU",2021-03-01,748,748,0,0
"SEHSCT","South Eastern","Lagan Valley",2021-03-01,1835,1421,413,1
"SEHSCT","South Eastern","Ulster",2021-03-01,8041,4702,2592,747
"SHSCT","Southern","Craigavon Area",2021-03-01,6240,2977,2798,465
"SHSCT","Southern","Daisy Hill",2021-03-01,3838,2414,1261,163
