"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks"
"W11000029","Cardiff and Vale University LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",17695,8449
"W11000031","Swansea Bay University Health Board",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5201,1923
"W11000028","Aneurin Bevan LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3416,752
"W11000030","Cwm Taf Morgannwg University Health Board",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5213,1593
"W11000024","Powys Teaching LHB",2022-06-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",61,NA
"W11000023","Betsi Cadwaladr University LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",10602,5341
"W11000025","Hywel Dda LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5954,1988
"W11000029","Cardiff and Vale University LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",18588,8897
"W11000028","Aneurin Bevan LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3569,782
"W11000030","Cwm Taf Morgannwg University Health Board",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5395,1691
"W11000031","Swansea Bay University Health Board",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3067,902
"W11000024","Powys Teaching LHB",2022-07-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",78,NA
"W11000023","Betsi Cadwaladr University LHB",2022-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",11342,5698
"W11000025","Hywel Dda LHB",2022-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",6596,1998
"W11000029","Cardiff and Vale University LHB",2022-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",18663,8628
"W11000031","Swansea Bay University Health Board",2022-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2844,814
"W11000028","Aneurin Bevan LHB",2022-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3774,888
"W11000030","Cwm Taf Morgannwg University Health Board",2022-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5417,1822
"W11000024","Powys Teaching LHB",2022-08-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",56,NA
"W11000023","Betsi Cadwaladr University LHB",2022-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",12160,5863
"W11000025","Hywel Dda LHB",2022-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",7221,1968
"W11000031","Swansea Bay University Health Board",2022-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",2865,911
"W11000029","Cardiff and Vale University LHB",2022-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",17953,7872
"W11000028","Aneurin Bevan LHB",2022-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",3857,702
"W11000030","Cwm Taf Morgannwg University Health Board",2022-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",5472,1843
"W11000024","Powys Teaching LHB",2022-09-01,"Waiting for follow-up OP appointment or decision (after OP appointment/diagnostic/AHP intervention result) or waiting & stage unknown",75,NA
"W11000023","Betsi Cadwaladr University LHB",2019-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",10664,2129
"W11000026","Abertawe Bro Morgannwg University LHB",2019-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",10076,1270
"W11000029","Cardiff and Vale University LHB",2019-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",6046,133
"W11000025","Hywel Dda LHB",2019-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",3950,183
"W11000024","Powys Teaching LHB",2019-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",178,NA
"W11000027","Cwm Taf LHB",2019-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",3191,NA
"W11000028","Aneurin Bevan LHB",2019-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",5242,20
"W11000023","Betsi Cadwaladr University LHB",2019-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",10462,2060
"W11000026","Abertawe Bro Morgannwg University LHB",2019-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",10034,1144
"W11000029","Cardiff and Vale University LHB",2019-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",6084,139
"W11000025","Hywel Dda LHB",2019-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",3661,102
"W11000024","Powys Teaching LHB",2019-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",152,NA
"W11000027","Cwm Taf LHB",2019-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",3227,NA
"W11000028","Aneurin Bevan LHB",2019-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",5312,13
"W11000023","Betsi Cadwaladr University LHB",2019-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",10547,1968
"W11000026","Abertawe Bro Morgannwg University LHB",2019-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",10337,1022
"W11000025","Hywel Dda LHB",2019-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",3405,NA
"W11000024","Powys Teaching LHB",2019-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",154,NA
"W11000027","Cwm Taf LHB",2019-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",3093,NA
"W11000028","Aneurin Bevan LHB",2019-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",5331,1
"W11000029","Cardiff and Vale University LHB",2019-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",5702,89
"W11000023","Betsi Cadwaladr University LHB",2019-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",10752,1971
"W11000031","Swansea Bay University Health Board",2019-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",7651,670
"W11000029","Cardiff and Vale University LHB",2019-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",5928,90
"W11000028","Aneurin Bevan LHB",2019-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",5391,5
"W11000025","Hywel Dda LHB",2019-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",3758,NA
"W11000024","Powys Teaching LHB",2019-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",202,NA
"W11000030","Cwm Taf Morgannwg University Health Board",2019-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",6373,318
"W11000023","Betsi Cadwaladr University LHB",2019-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",10803,2088
"W11000031","Swansea Bay University Health Board",2019-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",7655,751
"W11000029","Cardiff and Vale University LHB",2019-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",5837,107
"W11000030","Cwm Taf Morgannwg University Health Board",2019-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",6415,326
"W11000025","Hywel Dda LHB",2019-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",3574,NA
"W11000024","Powys Teaching LHB",2019-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",189,NA
"W11000028","Aneurin Bevan LHB",2019-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",5390,3
"W11000023","Betsi Cadwaladr University LHB",2019-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",10816,2085
"W11000031","Swansea Bay University Health Board",2019-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",7793,762
"W11000030","Cwm Taf Morgannwg University Health Board",2019-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",6277,287
"W11000029","Cardiff and Vale University LHB",2019-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",6100,104
"W11000025","Hywel Dda LHB",2019-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",3665,NA
"W11000024","Powys Teaching LHB",2019-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",183,NA
"W11000028","Aneurin Bevan LHB",2019-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",5605,9
"W11000023","Betsi Cadwaladr University LHB",2019-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",10714,2048
"W11000031","Swansea Bay University Health Board",2019-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",7872,823
"W11000029","Cardiff and Vale University LHB",2019-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",6156,94
"W11000030","Cwm Taf Morgannwg University Health Board",2019-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",6205,294
"W11000025","Hywel Dda LHB",2019-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",3558,NA
"W11000024","Powys Teaching LHB",2019-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",196,NA
"W11000028","Aneurin Bevan LHB",2019-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",5699,3
"W11000023","Betsi Cadwaladr University LHB",2019-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",10972,2051
"W11000031","Swansea Bay University Health Board",2019-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",8247,972
"W11000030","Cwm Taf Morgannwg University Health Board",2019-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",6454,364
"W11000028","Aneurin Bevan LHB",2019-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",5965,21
"W11000029","Cardiff and Vale University LHB",2019-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",6322,109
"W11000025","Hywel Dda LHB",2019-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",3626,NA
"W11000024","Powys Teaching LHB",2019-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",191,NA
"W11000023","Betsi Cadwaladr University LHB",2019-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",11047,2053
"W11000031","Swansea Bay University Health Board",2019-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",8623,1034
"W11000028","Aneurin Bevan LHB",2019-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",6071,26
"W11000030","Cwm Taf Morgannwg University Health Board",2019-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",6576,406
"W11000029","Cardiff and Vale University LHB",2019-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",6310,113
"W11000025","Hywel Dda LHB",2019-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",3807,1
"W11000024","Powys Teaching LHB",2019-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",199,NA
"W11000023","Betsi Cadwaladr University LHB",2019-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",11222,2042
"W11000031","Swansea Bay University Health Board",2019-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",8993,1209
"W11000030","Cwm Taf Morgannwg University Health Board",2019-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",6640,414
"W11000028","Aneurin Bevan LHB",2019-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",6241,39
"W11000029","Cardiff and Vale University LHB",2019-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",6290,142
"W11000025","Hywel Dda LHB",2019-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",3807,4
"W11000024","Powys Teaching LHB",2019-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",217,NA
"W11000023","Betsi Cadwaladr University LHB",2019-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",11380,2105
"W11000031","Swansea Bay University Health Board",2019-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",9333,1341
"W11000029","Cardiff and Vale University LHB",2019-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",6559,137
"W11000030","Cwm Taf Morgannwg University Health Board",2019-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",6752,452
"W11000028","Aneurin Bevan LHB",2019-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",6383,35
"W11000025","Hywel Dda LHB",2019-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",4050,3
"W11000024","Powys Teaching LHB",2019-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",256,NA
"W11000023","Betsi Cadwaladr University LHB",2019-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",11660,2137
"W11000029","Cardiff and Vale University LHB",2019-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",6890,169
"W11000031","Swansea Bay University Health Board",2019-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",9556,1648
"W11000030","Cwm Taf Morgannwg University Health Board",2019-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",7102,555
"W11000028","Aneurin Bevan LHB",2019-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",6515,46
"W11000025","Hywel Dda LHB",2019-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",4255,8
"W11000024","Powys Teaching LHB",2019-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",242,NA
"W11000023","Betsi Cadwaladr University LHB",2020-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",11749,1997
"W11000030","Cwm Taf Morgannwg University Health Board",2020-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",7330,611
"W11000031","Swansea Bay University Health Board",2020-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",9822,1878
"W11000028","Aneurin Bevan LHB",2020-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",6717,55
"W11000029","Cardiff and Vale University LHB",2020-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",6862,170
"W11000025","Hywel Dda LHB",2020-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",4484,5
"W11000024","Powys Teaching LHB",2020-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",241,NA
"W11000023","Betsi Cadwaladr University LHB",2020-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",11937,1943
"W11000031","Swansea Bay University Health Board",2020-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",10096,2084
"W11000029","Cardiff and Vale University LHB",2020-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",6950,176
"W11000030","Cwm Taf Morgannwg University Health Board",2020-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",7407,599
"W11000028","Aneurin Bevan LHB",2020-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",6676,52
"W11000025","Hywel Dda LHB",2020-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",4372,6
"W11000024","Powys Teaching LHB",2020-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",253,NA
"W11000023","Betsi Cadwaladr University LHB",2020-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",12114,1922
"W11000031","Swansea Bay University Health Board",2020-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",10469,2523
"W11000029","Cardiff and Vale University LHB",2020-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",7660,223
"W11000030","Cwm Taf Morgannwg University Health Board",2020-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",7950,660
"W11000028","Aneurin Bevan LHB",2020-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",7483,73
"W11000025","Hywel Dda LHB",2020-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",4726,11
"W11000024","Powys Teaching LHB",2020-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",275,NA
"W11000023","Betsi Cadwaladr University LHB",2020-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",13713,2625
"W11000031","Swansea Bay University Health Board",2020-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",11569,3128
"W11000029","Cardiff and Vale University LHB",2020-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",9309,376
"W11000030","Cwm Taf Morgannwg University Health Board",2020-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",9274,882
"W11000028","Aneurin Bevan LHB",2020-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",9102,157
"W11000025","Hywel Dda LHB",2020-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",5672,36
"W11000024","Powys Teaching LHB",2020-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",361,NA
"W11000023","Betsi Cadwaladr University LHB",2020-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",15103,3528
"W11000029","Cardiff and Vale University LHB",2020-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",10850,599
"W11000031","Swansea Bay University Health Board",2020-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",12636,3816
"W11000028","Aneurin Bevan LHB",2020-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",10679,411
"W11000030","Cwm Taf Morgannwg University Health Board",2020-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",10472,1164
"W11000025","Hywel Dda LHB",2020-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",6604,119
"W11000024","Powys Teaching LHB",2020-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",466,NA
"W11000023","Betsi Cadwaladr University LHB",2020-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",16903,4479
"W11000031","Swansea Bay University Health Board",2020-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",13765,4538
"W11000028","Aneurin Bevan LHB",2020-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",12714,754
"W11000029","Cardiff and Vale University LHB",2020-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",12469,910
"W11000030","Cwm Taf Morgannwg University Health Board",2020-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11781,1545
"W11000025","Hywel Dda LHB",2020-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",7815,264
"W11000024","Powys Teaching LHB",2020-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",548,NA
"W11000023","Betsi Cadwaladr University LHB",2020-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",17754,5480
"W11000031","Swansea Bay University Health Board",2020-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",14892,5681
"W11000029","Cardiff and Vale University LHB",2020-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",13746,1683
"W11000030","Cwm Taf Morgannwg University Health Board",2020-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",12737,2168
"W11000028","Aneurin Bevan LHB",2020-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",14506,1505
"W11000025","Hywel Dda LHB",2020-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",8738,577
"W11000024","Powys Teaching LHB",2020-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",685,1
"W11000023","Betsi Cadwaladr University LHB",2020-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",17695,6618
"W11000031","Swansea Bay University Health Board",2020-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",14852,6789
"W11000028","Aneurin Bevan LHB",2020-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",13982,2570
"W11000029","Cardiff and Vale University LHB",2020-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",13203,2632
"W11000030","Cwm Taf Morgannwg University Health Board",2020-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",12574,3203
"W11000025","Hywel Dda LHB",2020-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",8618,1358
"W11000024","Powys Teaching LHB",2020-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",684,20
"W11000023","Betsi Cadwaladr University LHB",2020-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",17231,7623
"W11000031","Swansea Bay University Health Board",2020-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",14782,7636
"W11000029","Cardiff and Vale University LHB",2020-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",12806,3522
"W11000028","Aneurin Bevan LHB",2020-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",13546,3600
"W11000030","Cwm Taf Morgannwg University Health Board",2020-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",12521,4269
"W11000025","Hywel Dda LHB",2020-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",8559,2208
"W11000024","Powys Teaching LHB",2020-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",637,49
"W11000023","Betsi Cadwaladr University LHB",2020-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",16857,8659
"W11000031","Swansea Bay University Health Board",2020-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",14821,8477
"W11000028","Aneurin Bevan LHB",2020-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",13293,4718
"W11000029","Cardiff and Vale University LHB",2020-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",12454,4533
"W11000030","Cwm Taf Morgannwg University Health Board",2020-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",12560,5611
"W11000025","Hywel Dda LHB",2020-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",8627,3183
"W11000024","Powys Teaching LHB",2020-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",604,101
"W11000023","Betsi Cadwaladr University LHB",2020-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",16575,9451
"W11000030","Cwm Taf Morgannwg University Health Board",2020-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",12475,6497
"W11000031","Swansea Bay University Health Board",2020-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",14867,9147
"W11000028","Aneurin Bevan LHB",2020-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",13528,5783
"W11000029","Cardiff and Vale University LHB",2020-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",12173,5194
"W11000025","Hywel Dda LHB",2020-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",8837,4045
"W11000024","Powys Teaching LHB",2020-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",556,146
"W11000023","Betsi Cadwaladr University LHB",2020-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",16760,10487
"W11000030","Cwm Taf Morgannwg University Health Board",2020-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",12570,7591
"W11000031","Swansea Bay University Health Board",2020-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",15155,10089
"W11000025","Hywel Dda LHB",2020-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",9254,4959
"W11000028","Aneurin Bevan LHB",2020-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",13724,6982
"W11000029","Cardiff and Vale University LHB",2020-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",12237,5942
"W11000024","Powys Teaching LHB",2020-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",567,199
"W11000023","Betsi Cadwaladr University LHB",2021-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",16991,11351
"W11000025","Hywel Dda LHB",2021-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",9909,5842
"W11000029","Cardiff and Vale University LHB",2021-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",12365,6658
"W11000031","Swansea Bay University Health Board",2021-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",15463,10857
"W11000028","Aneurin Bevan LHB",2021-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",14148,8026
"W11000030","Cwm Taf Morgannwg University Health Board",2021-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",12938,8667
"W11000024","Powys Teaching LHB",2021-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",541,239
"W11000023","Betsi Cadwaladr University LHB",2021-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",17342,12389
"W11000028","Aneurin Bevan LHB",2021-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",14540,9112
"W11000031","Swansea Bay University Health Board",2021-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",15601,11625
"W11000025","Hywel Dda LHB",2021-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",10520,6857
"W11000029","Cardiff and Vale University LHB",2021-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",12367,7459
"W11000030","Cwm Taf Morgannwg University Health Board",2021-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",13285,9689
"W11000024","Powys Teaching LHB",2021-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",479,244
"W11000023","Betsi Cadwaladr University LHB",2021-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",17851,13469
"W11000028","Aneurin Bevan LHB",2021-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",14516,9704
"W11000029","Cardiff and Vale University LHB",2021-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",12000,7871
"W11000030","Cwm Taf Morgannwg University Health Board",2021-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",13227,10306
"W11000031","Swansea Bay University Health Board",2021-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",15680,12342
"W11000025","Hywel Dda LHB",2021-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",11078,7622
"W11000024","Powys Teaching LHB",2021-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",368,172
"W11000023","Betsi Cadwaladr University LHB",2021-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",18231,13324
"W11000031","Swansea Bay University Health Board",2021-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",15753,12221
"W11000025","Hywel Dda LHB",2021-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",11373,7404
"W11000028","Aneurin Bevan LHB",2021-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",14415,9294
"W11000029","Cardiff and Vale University LHB",2021-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",12040,7489
"W11000030","Cwm Taf Morgannwg University Health Board",2021-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",13068,10009
"W11000024","Powys Teaching LHB",2021-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",362,155
"W11000023","Betsi Cadwaladr University LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",17991,12937
"W11000025","Hywel Dda LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",11352,7188
"W11000028","Aneurin Bevan LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",14188,9008
"W11000029","Cardiff and Vale University LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",11707,6897
"W11000030","Cwm Taf Morgannwg University Health Board",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",12769,9750
"W11000031","Swansea Bay University Health Board",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",15780,12145
"W11000024","Powys Teaching LHB",2021-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",356,138
"W11000023","Betsi Cadwaladr University LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",17840,12531
"W11000025","Hywel Dda LHB",2021-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11110,6920
