"Date","Month","Year","Trust","Dept","Type","Under 4 Hours","Between 4 - 12 Hours","Over 12 Hours","Total","Percent Under 4 Hours"
"2023-09-01","Sep 2023","2023/24","South Eastern","Lagan Valley","Type 2","1,518","396","0","1,914","79.3%"
"2023-09-01","Sep 2023","2023/24","South Eastern","Ulster","Type 1","2,506","3,957","1,512","7,975","31.4%"
"2023-09-01","Sep 2023","2023/24","South Eastern","Ulster MIU","Type 3","2,296","110","4","2,410","95.3%"
"2023-09-01","Sep 2023","2023/24","Southern","Craigavon Area","Type 1","2,633","2,319","1,568","6,520","40.4%"
"2023-09-01","Sep 2023","2023/24","Southern","Daisy Hill","Type 1","2,241","1,517","621","4,379","51.2%"
"2023-09-01","Sep 2023","2023/24","Southern","South Tyrone","Type 3","1,816","0","0","1,816","100.0%"
"2023-09-01","Sep 2023","2023/24","Western","Altnagelvin Area","Type 1","1,955","2,568","959","5,482","35.7%"
"2023-09-01","Sep 2023","2023/24","Western","South West Acute","Type 1","1,714","1,091","379","3,184","53.8%"
"2023-09-01","Sep 2023","2023/24","Western","Altnagelvin Area MIU","Type 3","1,693","39","0","1,732","97.7%"
"2023-08-01","Aug 2023","2023/24","Belfast","Mater","Type 1","1,813","1,442","471","3,726","48.7%"
"2023-08-01","Aug 2023","2023/24","Belfast","RVH","Type 1","1,615","3,102","2,194","6,911","23.4%"
"2023-08-01","Aug 2023","2023/24","Belfast","RVH-RAES","Type 2","648","158","0","806","80.4%"
"2023-08-01","Aug 2023","2023/24","Belfast","RBHSC","Type 1","2,301","759","10","3,070","75.0%"
"2023-08-01","Aug 2023","2023/24","Northern","Antrim Area","Type 1","3,753","3,262","1,372","8,387","44.7%"
"2023-08-01","Aug 2023","2023/24","Northern","Causeway","Type 1","2,689","1,379","406","4,474","60.1%"
"2023-08-01","Aug 2023","2023/24","Northern","Mid-Ulster","Type 3","556","0","0","556","100.0%"
"2023-08-01","Aug 2023","2023/24","South Eastern","Ards MIU","Type 3","946","0","0","946","100.0%"
"2023-08-01","Aug 2023","2023/24","South Eastern","Lagan Valley","Type 2","1,683","407","1","2,091","80.5%"
"2023-08-01","Aug 2023","2023/24","South Eastern","Ulster","Type 1","4,050","3,774","1,536","9,360","43.3%"
"2023-08-01","Aug 2023","2023/24","Southern","Craigavon Area","Type 1","2,522","2,522","1,697","6,741","37.4%"
"2023-08-01","Aug 2023","2023/24","Southern","Daisy Hill","Type 1","2,184","1,758","628","4,570","47.8%"
"2023-08-01","Aug 2023","2023/24","Southern","South Tyrone","Type 3","1,846","0","0","1,846","100.0%"
"2023-08-01","Aug 2023","2023/24","Western","Altnagelvin Area","Type 1","1,831","2,873","1,042","5,746","31.9%"
"2023-08-01","Aug 2023","2023/24","Western","South West Acute","Type 1","1,728","1,233","346","3,307","52.3%"
"2023-08-01","Aug 2023","2023/24","Western","Altnagelvin Area MIU","Type 3","1,802","69","0","1,871","96.3%"
"2023-07-01","Jul 2023","2023/24","Belfast","Mater","Type 1","1,861","1,342","383","3,586","51.9%"
"2023-07-01","Jul 2023","2023/24","Belfast","RVH","Type 1","1,948","3,210","1,776","6,934","28.1%"
"2023-07-01","Jul 2023","2023/24","Belfast","RVH-RAES","Type 2","557","207","0","764","72.9%"
"2023-07-01","Jul 2023","2023/24","Belfast","RBHSC","Type 1","2,336","620","2","2,958","79.0%"
"2023-07-01","Jul 2023","2023/24","Northern","Antrim Area","Type 1","3,577","3,224","1,357","8,158","43.8%"
"2023-07-01","Jul 2023","2023/24","Northern","Causeway","Type 1","2,466","1,420","452","4,338","56.8%"
"2023-07-01","Jul 2023","2023/24","Northern","Mid-Ulster","Type 3","515","2","0","517","99.6%"
"2023-07-01","Jul 2023","2023/24","South Eastern","Ards MIU","Type 3","817","0","0","817","100.0%"
"2023-07-01","Jul 2023","2023/24","South Eastern","Lagan Valley","Type 2","1,480","357","1","1,838","80.5%"
"2023-07-01","Jul 2023","2023/24","South Eastern","Ulster","Type 1","3,813","3,356","1,456","8,625","44.2%"
"2023-07-01","Jul 2023","2023/24","Southern","Craigavon Area","Type 1","2,441","2,469","1,691","6,601","37.0%"
"2023-07-01","Jul 2023","2023/24","Southern","Daisy Hill","Type 1","2,398","1,431","480","4,309","55.7%"
"2023-07-01","Jul 2023","2023/24","Southern","South Tyrone","Type 3","1,694","0","0","1,694","100.0%"
"2023-07-01","Jul 2023","2023/24","Western","Altnagelvin Area","Type 1","2,053","2,622","1,075","5,750","35.7%"
"2023-07-01","Jul 2023","2023/24","Western","South West Acute","Type 1","1,727","1,058","467","3,252","53.1%"
"2023-07-01","Jul 2023","2023/24","Western","Altnagelvin Area MIU","Type 3","1,657","43","0","1,700","97.5%"
"2023-06-01","Jun 2023","2023/24","Belfast","Mater","Type 1","1,855","1,463","337","3,655","50.8%"
"2023-06-01","Jun 2023","2023/24","Belfast","RVH","Type 1","1,922","3,094","1,986","7,002","27.4%"
"2023-06-01","Jun 2023","2023/24","Belfast","RVH-RAES","Type 2","597","158","0","755","79.1%"
"2023-06-01","Jun 2023","2023/24","Belfast","RBHSC","Type 1","2,785","1,071","11","3,867","72.0%"
"2023-06-01","Jun 2023","2023/24","Northern","Antrim Area","Type 1","4,219","3,180","1,230","8,629","48.9%"
"2023-06-01","Jun 2023","2023/24","Northern","Causeway","Type 1","2,358","1,539","431","4,328","54.5%"
"2023-06-01","Jun 2023","2023/24","Northern","Mid-Ulster","Type 3","641","0","0","641","100.0%"
"2023-06-01","Jun 2023","2023/24","South Eastern","Ards MIU","Type 3","1,005","1","0","1,006","99.9%"
"2023-06-01","Jun 2023","2023/24","South Eastern","Lagan Valley","Type 2","1,826","372","0","2,198","83.1%"
"2023-06-01","Jun 2023","2023/24","South Eastern","Ulster","Type 1","4,309","3,718","1,488","9,515","45.3%"
"2023-06-01","Jun 2023","2023/24","Southern","Craigavon Area","Type 1","2,746","2,519","1,758","7,023","39.1%"
"2023-06-01","Jun 2023","2023/24","Southern","Daisy Hill","Type 1","2,595","1,657","314","4,566","56.8%"
"2023-06-01","Jun 2023","2023/24","Southern","South Tyrone","Type 3","2,008","0","0","2,008","100.0%"
"2023-06-01","Jun 2023","2023/24","Western","Altnagelvin Area","Type 1","2,053","2,640","965","5,658","36.3%"
"2023-06-01","Jun 2023","2023/24","Western","South West Acute","Type 1","1,990","1,120","347","3,457","57.6%"
"2023-06-01","Jun 2023","2023/24","Western","Altnagelvin Area MIU","Type 3","1,946","99","0","2,045","95.2%"
"2023-05-01","May 2023","2023/24","Belfast","Mater","Type 1","1,851","1,458","375","3,684","50.2%"
"2023-05-01","May 2023","2023/24","Belfast","RVH","Type 1","2,003","3,387","1,992","7,382","27.1%"
"2023-05-01","May 2023","2023/24","Belfast","RVH-RAES","Type 2","605","206","0","811","74.6%"
"2023-05-01","May 2023","2023/24","Belfast","RBHSC","Type 1","2,706","1,432","27","4,165","65.0%"
"2023-05-01","May 2023","2023/24","Northern","Antrim Area","Type 1","3,804","3,549","1,416","8,769","43.4%"
"2023-05-01","May 2023","2023/24","Northern","Causeway","Type 1","2,559","1,595","439","4,593","55.7%"
"2023-05-01","May 2023","2023/24","Northern","Mid-Ulster","Type 3","610","0","0","610","100.0%"
"2023-05-01","May 2023","2023/24","South Eastern","Ards MIU","Type 3","1,053","0","0","1,053","100.0%"
"2023-05-01","May 2023","2023/24","South Eastern","Lagan Valley","Type 2","1,758","437","1","2,196","80.1%"
"2023-05-01","May 2023","2023/24","South Eastern","Ulster","Type 1","4,184","3,551","1,532","9,267","45.1%"
"2023-05-01","May 2023","2023/24","Southern","Craigavon Area","Type 1","2,828","2,971","1,387","7,186","39.4%"
"2023-05-01","May 2023","2023/24","Southern","Daisy Hill","Type 1","2,895","1,666","398","4,959","58.4%"
"2023-05-01","May 2023","2023/24","Southern","South Tyrone","Type 3","2,069","0","0","2,069","100.0%"
"2023-05-01","May 2023","2023/24","Western","Altnagelvin Area","Type 1","1,750","3,005","1,158","5,913","29.6%"
"2023-05-01","May 2023","2023/24","Western","South West Acute","Type 1","1,763","1,141","474","3,378","52.2%"
"2023-05-01","May 2023","2023/24","Western","Altnagelvin Area MIU","Type 3","1,801","170","0","1,971","91.4%"
"2023-04-01","Apr 2023","2023/24","Belfast","Mater","Type 1","1,629","1,308","416","3,353","48.6%"
"2023-04-01","Apr 2023","2023/24","Belfast","RVH","Type 1","1,894","3,038","1,852","6,784","27.9%"
"2023-04-01","Apr 2023","2023/24","Belfast","RVH-RAES","Type 2","630","188","0","818","77.0%"
"2023-04-01","Apr 2023","2023/24","Belfast","RBHSC","Type 1","2,318","1,286","38","3,642","63.6%"
"2023-04-01","Apr 2023","2023/24","Northern","Antrim Area","Type 1","3,483","3,276","1,407","8,166","42.7%"
"2023-04-01","Apr 2023","2023/24","Northern","Causeway","Type 1","2,143","1,401","497","4,041","53.0%"
"2023-04-01","Apr 2023","2023/24","Northern","Mid-Ulster","Type 3","575","0","0","575","100.0%"
"2023-04-01","Apr 2023","2023/24","South Eastern","Ards MIU","Type 3","890","0","0","890","100.0%"
"2023-04-01","Apr 2023","2023/24","South Eastern","Lagan Valley","Type 2","1,387","498","1","1,886","73.5%"
"2023-04-01","Apr 2023","2023/24","South Eastern","Ulster","Type 1","3,910","3,432","1,486","8,828","44.3%"
"2023-04-01","Apr 2023","2023/24","Southern","Craigavon Area","Type 1","2,679","2,637","1,367","6,683","40.1%"
"2023-04-01","Apr 2023","2023/24","Southern","Daisy Hill","Type 1","2,367","1,589","530","4,486","52.8%"
"2023-04-01","Apr 2023","2023/24","Southern","South Tyrone","Type 3","1,812","1","0","1,813","99.9%"
"2023-04-01","Apr 2023","2023/24","Western","Altnagelvin Area","Type 1","1,637","2,660","1,156","5,453","30.0%"
"2023-04-01","Apr 2023","2023/24","Western","South West Acute","Type 1","1,614","1,165","421","3,200","50.4%"
"2023-04-01","Apr 2023","2023/24","Western","Altnagelvin Area MIU","Type 3","1,667","64","0","1,731","96.3%"
"2023-03-01","Mar 2023","2022/23","Belfast","Mater","Type 1","1,734","1,360","381","3,475","49.9%"
"2023-03-01","Mar 2023","2022/23","Belfast","RVH","Type 1","1,756","3,293","2,117","7,166","24.5%"
"2023-03-01","Mar 2023","2022/23","Belfast","RVH-RAES","Type 2","519","164","0","683","76.0%"
"2023-03-01","Mar 2023","2022/23","Belfast","RBHSC","Type 1","2,152","2,007","62","4,221","51.0%"
"2023-03-01","Mar 2023","2022/23","Northern","Antrim Area","Type 1","3,375","3,652","1,581","8,608","39.2%"
"2023-03-01","Mar 2023","2022/23","Northern","Causeway","Type 1","2,150","1,432","502","4,084","52.6%"
"2023-03-01","Mar 2023","2022/23","Northern","Mid-Ulster","Type 3","624","0","0","624","100.0%"
"2023-03-01","Mar 2023","2022/23","South Eastern","Ards MIU","Type 3","1,052","0","0","1,052","100.0%"
"2023-03-01","Mar 2023","2022/23","South Eastern","Lagan Valley","Type 2","1,723","451","2","2,176","79.2%"
"2023-03-01","Mar 2023","2022/23","South Eastern","Ulster","Type 1","4,134","3,882","1,510","9,526","43.4%"
"2023-03-01","Mar 2023","2022/23","Southern","Craigavon Area","Type 1","2,531","2,759","1,804","7,094","35.7%"
"2023-03-01","Mar 2023","2022/23","Southern","Daisy Hill","Type 1","2,272","1,726","660","4,658","48.8%"
"2023-03-01","Mar 2023","2022/23","Southern","South Tyrone","Type 3","1,773","0","0","1,773","100.0%"
"2023-03-01","Mar 2023","2022/23","Western","Altnagelvin Area","Type 1","1,769","2,798","1,169","5,736","30.8%"
"2023-03-01","Mar 2023","2022/23","Western","South West Acute","Type 1","1,604","1,335","454","3,393","47.3%"
"2023-03-01","Mar 2023","2022/23","Western","Altnagelvin Area MIU","Type 3","1,681","42","0","1,723","97.6%"
"2023-02-01","Feb 2023","2022/23","Belfast","Mater","Type 1","1,702","1,096","260","3,058","55.7%"
"2023-02-01","Feb 2023","2022/23","Belfast","RVH","Type 1","1,912","2,933","1,655","6,500","29.4%"
"2023-02-01","Feb 2023","2022/23","Belfast","RVH-RAES","Type 2","538","138","0","676","79.6%"
"2023-02-01","Feb 2023","2022/23","Belfast","RBHSC","Type 1","1,997","1,540","42","3,579","55.8%"
"2023-02-01","Feb 2023","2022/23","Northern","Antrim Area","Type 1","3,190","3,058","1,223","7,471","42.7%"
"2023-02-01","Feb 2023","2022/23","Northern","Causeway","Type 1","2,017","1,072","397","3,486","57.9%"
"2023-02-01","Feb 2023","2022/23","Northern","Mid-Ulster","Type 3","555","0","0","555","100.0%"
"2023-02-01","Feb 2023","2022/23","South Eastern","Ards MIU","Type 3","877","0","0","877","100.0%"
"2023-02-01","Feb 2023","2022/23","South Eastern","Lagan Valley","Type 2","1,454","449","0","1,903","76.4%"
"2023-02-01","Feb 2023","2022/23","South Eastern","Ulster","Type 1","3,540","3,092","1,436","8,068","43.9%"
"2023-02-01","Feb 2023","2022/23","Southern","Craigavon Area","Type 1","2,126","2,638","1,653","6,417","33.1%"
"2023-02-01","Feb 2023","2022/23","Southern","Daisy Hill","Type 1","2,194","1,465","479","4,138","53.0%"
"2023-02-01","Feb 2023","2022/23","Southern","South Tyrone","Type 3","1,509","0","0","1,509","100.0%"
"2023-02-01","Feb 2023","2022/23","Western","Altnagelvin Area","Type 1","1,618","2,245","1,025","4,888","33.1%"
"2023-02-01","Feb 2023","2022/23","Western","South West Acute","Type 1","1,440","1,030","430","2,900","49.7%"
"2023-02-01","Feb 2023","2022/23","Western","Altnagelvin Area MIU","Type 3","1,444","26","0","1,470","98.2%"
"2023-01-01","Jan 2023","2022/23","Belfast","Mater","Type 1","1,737","1,024","389","3,150","55.1%"
"2023-01-01","Jan 2023","2022/23","Belfast","RVH","Type 1","1,795","2,759","1,883","6,437","27.9%"
"2023-01-01","Jan 2023","2022/23","Belfast","RVH-RAES","Type 2","517","170","0","687","75.3%"
"2023-01-01","Jan 2023","2022/23","Belfast","RBHSC","Type 1","2,481","1,318","22","3,821","64.9%"
"2023-01-01","Jan 2023","2022/23","Northern","Antrim Area","Type 1","3,414","2,794","1,207","7,415","46.0%"
"2023-01-01","Jan 2023","2022/23","Northern","Causeway","Type 1","1,795","1,050","601","3,446","52.1%"
"2023-01-01","Jan 2023","2022/23","Northern","Mid-Ulster","Type 3","538","1","0","539","99.8%"
"2023-01-01","Jan 2023","2022/23","South Eastern","Ards MIU","Type 3","955","1","0","956","99.9%"
"2023-01-01","Jan 2023","2022/23","South Eastern","Lagan Valley","Type 2","1,511","468","0","1,979","76.4%"
"2023-01-01","Jan 2023","2022/23","South Eastern","Ulster","Type 1","3,623","3,028","1,406","8,057","45.0%"
"2023-01-01","Jan 2023","2022/23","Southern","Craigavon Area","Type 1","2,410","2,434","1,526","6,370","37.8%"
"2023-01-01","Jan 2023","2022/23","Southern","Daisy Hill","Type 1","2,325","1,443","528","4,296","54.1%"
"2023-01-01","Jan 2023","2022/23","Southern","South Tyrone","Type 3","1,517","0","0","1,517","100.0%"
"2023-01-01","Jan 2023","2022/23","Western","Altnagelvin Area","Type 1","1,743","2,040","1,119","4,902","35.6%"
"2023-01-01","Jan 2023","2022/23","Western","South West Acute","Type 1","1,401","973","487","2,861","49.0%"
"2023-01-01","Jan 2023","2022/23","Western","Altnagelvin Area MIU","Type 3","1,420","12","0","1,432","99.2%"
"2022-12-01","Dec 2022","2022/23","Belfast","Mater","Type 1","1,519","1,102","427","3,048","49.8%"
"2022-12-01","Dec 2022","2022/23","Belfast","RVH","Type 1","1,535","2,853","1,858","6,246","24.6%"
"2022-12-01","Dec 2022","2022/23","Belfast","RVH-RAES","Type 2","555","107","0","662","83.8%"
"2022-12-01","Dec 2022","2022/23","Belfast","RBHSC","Type 1","2,430","2,452","76","4,958","49.0%"
"2022-12-01","Dec 2022","2022/23","Northern","Antrim Area","Type 1","3,704","3,208","1,209","8,121","45.6%"
"2022-12-01","Dec 2022","2022/23","Northern","Causeway","Type 1","2,006","1,333","575","3,914","51.3%"
"2022-12-01","Dec 2022","2022/23","Northern","Mid-Ulster","Type 3","459","1","0","460","99.8%"
"2022-12-01","Dec 2022","2022/23","South Eastern","Ards MIU","Type 3","827","0","0","827","100.0%"
"2022-12-01","Dec 2022","2022/23","South Eastern","Lagan Valley","Type 2","1,486","440","2","1,928","77.1%"
"2022-12-01","Dec 2022","2022/23","South Eastern","Ulster","Type 1","3,485","3,750","1,570","8,805","39.6%"
"2022-12-01","Dec 2022","2022/23","Southern","Craigavon Area","Type 1","2,463","2,787","1,814","7,064","34.9%"
"2022-12-01","Dec 2022","2022/23","Southern","Daisy Hill","Type 1","2,373","1,904","592","4,869","48.7%"
"2022-12-01","Dec 2022","2022/23","Southern","South Tyrone","Type 3","1,347","0","0","1,347","100.0%"
"2022-12-01","Dec 2022","2022/23","Western","Altnagelvin Area","Type 1","1,538","2,760","1,174","5,472","28.1%"
"2022-12-01","Dec 2022","2022/23","Western","South West Acute","Type 1","1,526","1,230","518","3,274","46.6%"
"2022-12-01","Dec 2022","2022/23","Western","Altnagelvin Area MIU","Type 3","1,334","21","0","1,355","98.5%"
"2022-11-01","Nov 2022","2022/23","Belfast","Mater","Type 1","1,487","1,020","460","2,967","50.1%"
"2022-11-01","Nov 2022","2022/23","Belfast","RVH","Type 1","1,975","2,942","1,886","6,803","29.0%"
"2022-11-01","Nov 2022","2022/23","Belfast","RVH-RAES","Type 2","675","121","0","796","84.8%"
"2022-11-01","Nov 2022","2022/23","Belfast","RBHSC","Type 1","2,657","1,794","49","4,500","59.0%"
"2022-11-01","Nov 2022","2022/23","Northern","Antrim Area","Type 1","3,770","2,697","1,163","7,630","49.4%"
"2022-11-01","Nov 2022","2022/23","Northern","Causeway","Type 1","2,143","993","513","3,649","58.7%"
"2022-11-01","Nov 2022","2022/23","Northern","Mid-Ulster","Type 3","642","0","0","642","100.0%"
"2022-11-01","Nov 2022","2022/23","South Eastern","Ards MIU","Type 3","998","0","0","998","100.0%"
"2022-11-01","Nov 2022","2022/23","South Eastern","Lagan Valley","Type 2","1,556","435","0","1,991","78.2%"
"2022-11-01","Nov 2022","2022/23","South Eastern","Ulster","Type 1","3,978","3,298","1,426","8,702","45.7%"
"2022-11-01","Nov 2022","2022/23","Southern","Craigavon Area","Type 1","2,721","2,706","1,376","6,803","40.0%"
"2022-11-01","Nov 2022","2022/23","Southern","Daisy Hill","Type 1","2,253","1,639","538","4,430","50.9%"
"2022-11-01","Nov 2022","2022/23","Southern","South Tyrone","Type 3","1,594","0","0","1,594","100.0%"
"2022-11-01","Nov 2022","2022/23","Western","Altnagelvin Area","Type 1","1,860","2,626","977","5,463","34.0%"
"2022-11-01","Nov 2022","2022/23","Western","South West Acute","Type 1","1,539","1,175","458","3,172","48.5%"
"2022-11-01","Nov 2022","2022/23","Western","Altnagelvin Area MIU","Type 3","1,459","18","0","1,477","98.8%"
"2022-10-01","Oct 2022","2022/23","Belfast","Mater","Type 1","1,478","1,061","526","3,065","48.2%"
"2022-10-01","Oct 2022","2022/23","Belfast","RVH","Type 1","1,811","3,111","2,019","6,941","26.1%"
"2022-10-01","Oct 2022","2022/23","Belfast","RVH-RAES","Type 2","695","134","0","829","83.8%"
"2022-10-01","Oct 2022","2022/23","Belfast","RBHSC","Type 1","2,904","1,864","44","4,812","60.3%"
"2022-10-01","Oct 2022","2022/23","Northern","Antrim Area","Type 1","3,952","3,252","1,256","8,460","46.7%"
"2022-10-01","Oct 2022","2022/23","Northern","Causeway","Type 1","2,080","1,363","508","3,951","52.6%"
"2022-10-01","Oct 2022","2022/23","Northern","Mid-Ulster","Type 3","606","0","0","606","100.0%"
"2022-10-01","Oct 2022","2022/23","South Eastern","Ards MIU","Type 3","1,079","0","0","1,079","100.0%"
"2022-10-01","Oct 2022","2022/23","South Eastern","Lagan Valley","Type 2","1,558","443","1","2,002","77.8%"
"2022-10-01","Oct 2022","2022/23","South Eastern","Ulster","Type 1","4,327","3,414","1,526","9,267","46.7%"
"2022-10-01","Oct 2022","2022/23","Southern","Craigavon Area","Type 1","2,704","2,938","1,590","7,232","37.4%"
"2022-10-01","Oct 2022","2022/23","Southern","Daisy Hill","Type 1","2,610","1,667","580","4,857","53.7%"
"2022-10-01","Oct 2022","2022/23","Southern","South Tyrone","Type 3","1,777","0","0","1,777","100.0%"
"2022-10-01","Oct 2022","2022/23","Western","Altnagelvin Area","Type 1","1,825","2,781","1,090","5,696","32.0%"
